company_name,salary_info_reliability,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
(주)인터엑스,높음,3655.5,3716.25,3796.25,3914.5,4011.25,4119.75,4239,4351.25,4481,4617.75,4765.75,4925.75,5093.5,5268.25,5449.5,5641.25,5845.5,6059.75,6169.67,7585.83,7714.73
(주)인텍에프에이,보통,3802,3858.75,3925.75,4020.5,4080.25,4158.25,4257.25,4360.75,4489.75,4620.75,4753.75,4890.25,5029.75,5174.25,5324.75,5485.25,5657,5842,5937,7211.33,7327.73
(주)인텔리안테크놀로지스,매우높음,3534.5,3598.75,3686.75,3815.5,3929.75,4053.75,4188.75,4318.5,4466.5,4623.75,4794,4977,5168,5364.75,5569.75,5788.75,6024.5,6275,6403,7995.08,8140.09
(주)인피닉,매우높음,2868.5,2923.25,2996.75,3097,3179.25,3261.25,3350.25,3440,3550.75,3671.25,3802.75,3946.25,4095.75,4249.25,4404.5,4563,4728.5,4900.5,4988.33,6136.25,6240.82
(주)제네시스네스트,매우낮음,3260.5,3319.75,3399.25,3512,3608,3712.75,3831.75,3954.5,4101.75,4258.5,4423.75,4595.25,4765.75,4933.25,5099.25,5269.5,5448,5636,5732.67,6840.42,6941.36
(주)제논,매우낮음,3874.75,3953,4064,4221.5,4367.25,4520,4686,4852.25,5044.5,5244.5,5451,5661.25,5866,6061.25,6238,6390,6517.5,6627,6676.67,7809,7912.64
(주)제로,매우낮음,2852.25,2904.75,2976,3078,3167.5,3266.25,3378.5,3493.75,3629.25,3772,3921.75,4077.5,4232.25,4384.75,4535.25,4688,4846.75,5009.25,5093,5948.33,6026
(주)제이브이엠,매우높음,3544.5,3614.5,3712.75,3849.75,3967,4089,4219.5,4346,4492,4642,4798,4962.5,5131,5301.5,5475.5,5657.25,5851.75,6057,6161.33,7526.33,7650.91
(주)제이엘케이,매우낮음,4910.25,5007.25,5142.25,5332.5,5506,5689.5,5894.5,6106.25,6353.75,6614.75,6888.5,7172.5,7456.25,7735.25,8008,8281,8560.75,8848.25,8995,10663.42,10815.27
(주)캐스트프로,낮음,3168.25,3227.75,3311.25,3431.5,3538.5,3653,3778,3900,4037,4176,4315.25,4454.25,4591.25,4726.25,4864,5010,5166,5327.75,5411,6432,6524.64
(주)컨두잇,매우낮음,3055.5,3115.5,3212,3371.75,3548.75,3752.5,3965.5,4159.5,4350,4531,4710.5,4890,5071.5,5258.25,5450.75,5648.5,5849.75,6055.25,6157,7352.92,7462.18
(주)컬쳐히어로,보통,3283.75,3343.25,3422,3531.75,3619.25,3709.5,3812,3919,4049.75,4187.5,4329,4471.25,4612.75,4755.5,4900.75,5053.75,5220.75,5401.75,5495,6740.83,6854.36
(주)코닉글로리,보통,3655,3723.25,3814.5,3939.75,4038.5,4130.75,4222.75,4309.5,4422.5,4554.75,4709.75,4882.75,5065,5254,5451.25,5661,5883,6112,6229.33,7519.25,7636.45
(주)코보시스,매우낮음,3730.5,3801.75,3898.5,4032.75,4147.25,4270,4411,4561.25,4743.75,4938,5141.25,5351.75,5563.5,5773.5,5984,6202.25,6433.75,6676.75,6802.67,8160.08,8283.36
(주)코워커넷,낮음,2659.25,2708.5,2775.25,2870.75,2954.25,3045.25,3148,3251.75,3371.5,3495,3621.75,3751,3878.25,4002.25,4123,4245.25,4373.75,4510,4580,5433.17,5511
(주)콜로세움코퍼레이션,높음,3320.25,3374.5,3443.25,3546,3632.25,3737.5,3854.75,3965.75,4086.75,4202.5,4320.75,4445.25,4575.25,4716.25,4874,5048.75,5237.25,5432.75,5533,6750.25,6861
(주)쿼리시스템즈,보통,3717.75,3785.75,3875.25,3997.5,4094,4195.5,4310.75,4427.5,4566.75,4709.75,4861.5,5026,5201.25,5384.25,5571.5,5767.75,5979.5,6208,6325.67,7781.42,7914.09
(주)큐픽스,매우낮음,3486.75,3556.25,3651.5,3782.25,3896,4011.25,4138.75,4271.5,4432.25,4604.5,4786.75,4976.25,5165.25,5350.75,5533.75,5720.5,5916.5,6121.75,6227.33,7437.75,7547.91
(주)크레셈,높음,3538.25,3601.75,3689.75,3820.5,3941.5,4090.5,4274.5,4474.75,4701.5,4919,5120.75,5309,5491.25,5685.75,5900.5,6140.25,6401,6674.5,6814.33,8175.67,8299.55
(주)크리스틴컴퍼니,보통,3033,3082.75,3147.75,3243.75,3323.75,3421,3534.25,3646,3776,3915.25,4073,4256.5,4464.25,4701.25,4972,5271.5,5571.75,5834.75,5970.67,6392.83,6428.18
(주)클럼엘,낮음,4149,4225.5,4333,4496,4654,4839.25,5050.5,5265.5,5503.75,5747.25,5999,6254.5,6503.75,6742.25,6970,7197.5,7433.5,7679,7805.67,9208,9335.64
(주)클레,매우낮음,3478.75,3548.25,3644.25,3776,3891,4007,4134.5,4267,4427.25,4599.25,4781.25,4970,5158.25,5343,5525,5710.75,5905.25,6109,6213.67,7414.92,7524.27
(주)클레온,매우낮음,3961.5,4041.5,4154,4311.75,4456,4605.25,4769.25,4938.5,5139.5,5354.25,5580.5,5813.75,6043.25,6267.75,6487.75,6711.25,6945.25,7189.5,7314.67,8723.58,8851.91
(주)키트웍스,낮음,2910,2962.5,3033,3135.25,3225,3325,3435.25,3539,3651.5,3760,3868.75,3981.5,4096,4211.75,4330,4457,4596.25,4746.25,4824.67,5785.58,5873
(주)태하,높음,3670.75,3748.25,3862.75,4027,4180,4334,4490.75,4634.5,4793,4954.25,5125.5,5312.5,5510.5,5717.25,5927.75,6143.75,6370,6609,6729.67,8037.75,8157.45
(주)텐핑거스,보통,2983.75,3037.75,3108.5,3206.5,3285,3368.25,3461.5,3554.5,3665.5,3781.5,3904.5,4035.25,4169.75,4305,4440.75,4582.5,4734.5,4899.5,4984.67,6055.25,6153
(주)톤28,보통,3241.25,3303.5,3393,3523,3638,3757.75,3879.5,3987.75,4106.75,4224,4343.75,4467.25,4589.25,4712,4839.25,4977,5128.5,5288.25,5370.67,6510.25,6613.82
(주)트러스트,매우낮음,2682.75,2733.5,2802.75,2901.25,2988.5,3081.75,3186,3291.5,3414.5,3543.5,3679.25,3821,3962.75,4102.5,4238.25,4373.5,4513,4657.25,4731,5554.83,5629.91
(주)티사이언티픽,보통,2689,2740,2809.75,2908.75,2996.25,3090,3194.75,3303,3432.5,3570.5,3714.5,3859,3997,4128.25,4257,4390.25,4530,4675,4749.67,5642.75,5724
(주)티피씨인터넷,보통,3329.5,3389.5,3471.75,3593.25,3708.75,3848.75,4013,4176.25,4351.5,4524.75,4704.75,4906.25,5130,5375.25,5633.75,5895,6162,6433,6565.67,7432.25,7511.64
(주)파이오링크,매우높음,3357,3419.5,3508.5,3636.25,3742,3847.75,3956.25,4057.5,4182,4322.25,4477,4647.25,4829.75,5019.25,5213.75,5414.75,5624.5,5842,5953,7253.5,7371.82
(주)팜클,높음,3186.75,3240.5,3311.75,3416.25,3498.75,3589.5,3687.25,3776.25,3878.75,3984.75,4100.5,4228.25,4363.25,4501.75,4643,4792.5,4957.25,5136,5229.33,6262.58,6356.45
(주)패스트레인,보통,3751.75,3822.5,3920.75,4064.25,4197,4361,4567.75,4795.5,5044.25,5284,5512,5733.75,5957.5,6177.75,6388.5,6596.5,6812.25,7035,7150.67,8297.75,8401.91
(주)퍼퓸그라피,낮음,2954.75,3003.5,3071,3175,3263.5,3366.25,3476.5,3577.25,3692.75,3813.25,3939,4065,4187,4308,4442.25,4600.25,4773.5,4951.75,5044.67,5965.17,6048.36
(주)퍼플아카데미,보통,2805.75,2852.5,2916,3011,3088.5,3172.5,3257.25,3328.5,3408.5,3491.75,3582.5,3681,3782.5,3885.25,3992.25,4106.75,4231.5,4364.75,4433.33,5252.42,5326.91
(주)페니로이스,낮음,3567.75,3637.5,3737,3881.5,4018.5,4168.75,4330,4478.75,4631.5,4773.25,4911.75,5057,5209,5367.5,5533.75,5715.5,5919.25,6139,6254,7428.58,7535.09
(주)페이앤스토어,매우낮음,3570.25,3635.25,3736.25,3906.25,4090.75,4310,4544.25,4759,4972,5174.75,5376.5,5580,5788,6005,6232.5,6468.75,6709.75,6953.75,7075,8410.58,8532.36
(주)포스로직,낮음,3420.75,3484.5,3572.25,3699.25,3814.75,3943.25,4089.25,4237.75,4407,4580.5,4757.5,4937,5112.75,5282.75,5447.75,5613.75,5787.25,5971.5,6065.67,7227.58,7333.64
(주)포유디지탈,낮음,2982.25,3038.75,3116.25,3224,3312.75,3402.25,3494.5,3580.75,3683.25,3789.75,3901.75,4019.25,4135.75,4250.5,4368.5,4497,4642.75,4804,4888.33,5851.92,5939.64
(주)포컴퍼니,높음,2948.25,3000.25,3073.75,3183.25,3273.75,3374,3483.25,3588,3711.5,3837.25,3963,4089,4215,4346.5,4488.25,4643.25,4807.25,4968.5,5052.33,5899.5,5975.73
(주)푸딘코,낮음,4890,4979.5,5109.5,5305.5,5481.5,5673.5,5879.5,6079.25,6313.25,6566.75,6837,7118.25,7398.25,7669,7930.75,8189.75,8454,8728,8867.33,10508.42,10658
(주)퓨쳐스콜레,낮음,3856.5,3929.5,4027.75,4164,4281.5,4409,4557,4715.25,4904.75,5103.25,5309.25,5522,5736.75,5952.5,6171,6397.25,6635.75,6886,7014.33,8429.33,8558.09
(주)플래닝고,낮음,3186.75,3247.25,3329.25,3443,3539.25,3637.75,3744.75,3851.5,3978,4110.75,4250.25,4394.5,4537.25,4676.25,4811.25,4947.5,5088.75,5234.75,5310,6189.42,6269.45
(주)플랙스뉴럴랩스,낮음,2929.5,2982.25,3057.25,3170.25,3271.25,3385.75,3509.75,3626,3755.25,3888,4026.5,4172,4320.25,4468,4618,4774.75,4941.75,5116.25,5205.67,6105.83,6187.64
(주)피앤이시스템즈,보통,3738.5,3790,3847.25,3932.75,3989.25,4077.5,4197.25,4326.25,4479,4633.5,4793.5,4964.75,5146,5335.25,5530.75,5730.75,5934.5,6138,6242.33,7443.75,7552.64
(주)핀다,높음,4573.75,4635.75,4709.75,4824.5,4903.75,5011.75,5143.5,5276.25,5440.75,5622.25,5822,6034.25,6246.25,6457.25,6674,6914,7196,7517.5,7687,9559.33,9729.64
(주)필라넷,높음,3585.25,3649.25,3738,3872,4000.5,4155,4335.75,4520.25,4721.75,4919.75,5115.25,5308,5496.25,5684,5876.25,6086.5,6324,6581.25,6716,8091,8215.64
(주)하이카이브,매우낮음,3729.5,3804.25,3909.5,4060.5,4203.5,4358,4530.25,4706.25,4906.75,5113.25,5326.5,5545,5759.75,5968.5,6171.5,6373.75,6581,6795,6904,8154.5,8268.45
(주)하이테커,매우낮음,2694.25,2743.25,2812,2913.75,3004,3104.25,3214,3320,3441.25,3565.75,3694.25,3826.75,3958.5,4089.25,4219.75,4354.25,4494.5,4635.75,4709,5378.83,5439.36
(주)하이퍼정보,보통,2996.75,3055.25,3137.25,3250.5,3340,3426.25,3513.5,3591.75,3688.5,3790.5,3898.5,4017,4143,4274.75,4409.75,4549,4695.5,4846.75,4924,6047.92,6150.09
(주)한국디지털거래소,높음,4119.25,4206.25,4331.5,4507,4665,4808.5,4943.5,5067.25,5219.75,5392.5,5587.75,5798.25,6011,6225.75,6444.25,6671,6909.5,7159.5,7287.33,8829.42,8969.91
(주)한국비즈넷,보통,3227.75,3284.5,3358.25,3459.75,3538.25,3624.25,3725.25,3834.75,3972.75,4122.75,4285.25,4457.25,4633.25,4811.5,4992.25,5182.25,5390,5620.75,5739,7204.75,7338.82
(주)한싹,보통,3244.5,3314.75,3423.5,3585.25,3746,3899.75,4042.25,4159.75,4279.75,4403.25,4535,4676.5,4823,4973.75,5133,5305.25,5494,5696.5,5801,6987.17,7095.09
(주)한우리아이티,낮음,3424.75,3488.5,3576.5,3704.25,3820.5,3949.75,4096,4244.25,4413,4586,4763,4942.75,5119,5289.75,5455,5621,5794.75,5979,6073.33,7237,7343.18
(주)허드슨에이아이,매우낮음,3639.75,3709,3806,3946.5,4076.5,4219.75,4380.5,4543,4724.75,4908.25,5092.5,5277.5,5458.5,5634.5,5806.25,5979.75,6163,6358.75,6459,7721.33,7836.55
(주)혜성테크윈,낮음,3234,3297.5,3389.5,3521.25,3634,3746.75,3863.5,3973,4102.5,4239,4376.75,4515.75,4653.75,4788.5,4923.5,5064.75,5216.25,5376.25,5459.33,6504.33,6599.27
(주)호패,낮음,3736.25,3811.5,3918.75,4071.5,4212.25,4353,4496.75,4630,4778.25,4931.25,5094.5,5272.25,5462.75,5677,5925.5,6205.25,6496.25,6777.25,6919.33,8171.17,8284.27
(주)휴네이트,낮음,3371.5,3432,3513.75,3630.75,3727,3829.5,3941,4048.25,4171,4293.25,4417,4545,4674.75,4808,4947.25,5093.25,5244.75,5392.5,5469.67,6313.58,6389.45
111퍼센트(주),보통,3828.75,3904,4008,4155.5,4292.5,4444.75,4615.5,4789.75,4994.75,5229,5507.25,5826.75,6160.25,6489.5,6809,7127,7455.75,7776.25,7941.33,9073.5,9174.82
가온브로드밴드,높음,4125.5,4209,4324.25,4481.75,4618.75,4753.5,4898.5,5043.75,5214.75,5394,5584,5792.5,6023.5,6276.75,6544,6815.25,7077,7320.75,7442.33,8844.83,8971.91
건솔루션(주),보통,3395,3443.75,3503.75,3596,3667,3762.75,3880.25,3997.5,4131.75,4270,4414.25,4567.25,4724.75,4886.25,5053.75,5233.75,5434.75,5662.75,5779.33,7128.25,7252
나무기술,매우낮음,3400,3465.5,3557,3687.75,3806.5,3933.75,4074.25,4216,4380.75,4555,4740.75,4938,5138.75,5339.25,5537,5735.25,5938.5,6148,6254.67,7427.67,7534.55
넥서스커뮤니티,보통,3926.25,3996.5,4084,4195.5,4269.25,4340.5,4428.5,4531.25,4678.25,4850.25,5042.75,5252.5,5465.75,5677,5885.25,6096.5,6319.25,6551.25,6671.33,8057.83,8183.64
대원씨티에스(주),매우높음,3426.5,3489.25,3575,3698,3802.5,3915,4035.25,4148.25,4280.5,4420.25,4572,4739.75,4921.5,5121,5340.25,5579.75,5832.5,6085.75,6214.67,7444.5,7556
대진정보통신(주),매우낮음,2321.5,2359.75,2412,2494,2569,2660.5,2762.75,2859.75,2966,3074.25,3188,3306.5,3424.25,3538.75,3653,3770.5,3892.75,4016.5,4080,4704.67,4761.18
더블미디어,보통,2920.75,2981.25,3069,3192.25,3298.5,3401,3502.75,3594,3697,3801.25,3911.5,4039.25,4191.25,4367.5,4561,4757.5,4946.75,5123.25,5209.33,6326.25,6427.82
덴티움,매우높음,3344.5,3399.25,3476,3598,3711.25,3853.25,4015,4170,4340.25,4512.25,4689.5,4875.75,5063.75,5252,5440.75,5634.25,5836.75,6050.5,6159,7459.5,7578.27
드림라인(주),높음,3397,3460.75,3549.5,3675,3782.25,3899.75,4036,4177.75,4349.75,4535,4733.25,4942.75,5158,5368.75,5565.5,5755.75,5949.75,6161,6267.33,7513.33,7627.64
드림마크원(주),낮음,5674.5,5778.75,5908,6066,6166.5,6240.75,6332.5,6449.25,6625,6844.75,7080.25,7316.5,7547,7772.75,8000.75,8238,8486.75,8743.25,8872.67,10571.42,10726.18
디엑스솔루션(주),매우낮음,4909.25,5019.25,5178,5396.75,5604.25,5807.5,6026.5,6254.75,6523.5,6808.25,7104.25,7406,7703.5,7993.5,8276,8558,8845.5,9139.5,9289.33,11090.5,11254.45
디플래닉스(주),매우낮음,4432.5,4499.75,4591.75,4744,4892.25,5099,5366.5,5661.25,5988.25,6297.5,6558,6772.75,6959.75,7160.25,7412,7722.5,8071.25,8432,8619.67,10046.08,10175
딥노이드,높음,3334.5,3392,3468.75,3581.75,3680.25,3796.25,3929.5,4063,4212.75,4362.25,4514,4669,4825.5,4984.25,5148.25,5323,5511.75,5712.75,5816.33,7088.25,7204
로지소프트,보통,4048.25,4132.25,4248.75,4407,4544.5,4667.75,4777.75,4863.75,4959.75,5063,5186.25,5332.75,5490.5,5650.25,5812,5983.5,6179,6410,6528,8360.25,8528.45
메타넷티플랫폼,높음,3668,3739.75,3841.25,3987.75,4123,4270.5,4431.75,4590,4766.75,4946.75,5133.75,5330,5530.75,5734,5940.25,6156.5,6387.75,6628.25,6752.67,8147.92,8274.55
미조리장갑(주),매우낮음,2805.25,2858,2933.25,3043.75,3142.25,3249.25,3364,3474.25,3600.25,3730.5,3865.5,4005,4144.5,4281.75,4417.5,4553.75,4692.75,4833.25,4904.67,5664.58,5733.64
미투온,높음,3492.5,3566,3667,3800,3909.5,4007,4106,4205.5,4332,4467.5,4612.75,4766.5,4923.25,5082.75,5245.75,5419.25,5611.25,5821.75,5931.33,7251.92,7372.18
벳칭(주),낮음,3159.75,3223,3310.5,3432.75,3542.5,3655.25,3779.5,3906.5,4056.25,4215,4382.25,4556.5,4729.5,4898.5,5063.5,5228.5,5399.25,5576,5666.33,6680.58,6772.91
블루닷(주),낮음,3823,3896.5,3995.75,4133.5,4255,4388.75,4547.25,4720,4928,5148.5,5379,5619.5,5862.5,6106,6351.25,6601.5,6858.75,7120.25,7254,8586.25,8707.18
비바이노베이션,보통,3481.25,3543,3623.25,3734.25,3821,3915.5,4026.75,4144,4288,4441.5,4605,4780.5,4966.5,5164,5374.5,5605.25,5872.75,6186.75,6346.67,8385.67,8572.82
비즈톡(주),낮음,3109,3165.5,3241.75,3350.75,3444.25,3543,3648,3745.75,3857,3972,4094,4223.5,4353,4480,4608.25,4750,4922.75,5136.25,5247.33,6468,6580.27
빅웨이브로보틱스(주),보통,3413.5,3474,3553.75,3664.75,3751.25,3840.25,3937.5,4033.75,4152.25,4279.5,4415,4557.75,4704,4855,5016,5199.75,5423.75,5711,5857.33,7642.42,7808
삼영기업,매우높음,3843.5,3913.75,4012.75,4159,4285.25,4417,4551.5,4673.25,4815.5,4967.75,5132.75,5309,5488.25,5669,5850.5,6036,6231.5,6438,6543,7842.58,7961.18
서울거래(주),낮음,3538.25,3614.5,3721.75,3866.5,3993.75,4117.75,4249.25,4379.75,4533,4687.5,4843,5003.5,5165.25,5328.75,5497.5,5676,5870,6079,6186.33,7486.08,7604.55
송암시스콤(주),보통,3245.75,3303.25,3382.5,3496.25,3584.75,3674.75,3768.5,3855,3961.75,4079.25,4206.5,4344.25,4490.25,4643,4806,4986,5186.25,5403.75,5517,6824.83,6943.82
숲,매우낮음,3884.75,3975.5,4106,4273.5,4428,4564.25,4700.5,4837.5,5005,5186.5,5381.25,5588,5802,6020.25,6246,6486.75,6748.5,7030.5,7175.67,8880.67,9036
스마트푸드네트웍스(주),높음,3645,3693.75,3749.25,3833.5,3887.5,3966.75,4066.25,4163.75,4280.5,4404.75,4543.25,4701.5,4874.25,5055.5,5238,5425.25,5626.25,5845.25,5958.33,7124.67,7231.27
스카이월드와이드,낮음,3209.25,3269.5,3350.75,3464.5,3562,3665.25,3781.25,3901.25,4045,4198.25,4361.75,4532.75,4704.25,4873,5038.75,5206.5,5381.25,5563.5,5657,6727.5,6824.91
스콥정보통신(주),높음,3664.5,3729,3813.5,3932.5,4028.25,4132.25,4249,4365.25,4504.5,4651.5,4808.75,4975.5,5144.5,5313.75,5482.5,5655.75,5840.5,6039.25,6140.67,7432,7549.91
스패로우,보통,3413.25,3472.75,3553.5,3671.5,3772.75,3887.5,4020.5,4159.5,4325.25,4503.75,4693.25,4889.75,5084.25,5274.75,5463.75,5661,5876.25,6111.25,6233,7554.92,7675.45
시스트란,낮음,3765.5,3838.75,3940.75,4088,4225.5,4375.5,4540.25,4698.25,4860.5,4997.25,5109.25,5209.75,5312,5432.5,5578.5,5746.5,5929.25,6123.25,6222,7756.92,7896.91
아세아텍,매우높음,3800.5,3858,3932.5,4045.5,4131.75,4244,4382.5,4525.75,4697.5,4878,5060,5241,5416.5,5586.25,5755.75,5934.25,6127,6329,6433.67,7559.17,7661.27
아이디어스투실리콘(주),매우낮음,4124.75,4201,4308,4470,4627.25,4811,5021,5234.75,5471.5,5714,5964.25,6218.25,6466.25,6703,6929.25,7155.75,7390.25,7634.75,7761,9156.42,9283.45
아일리스프런티어(주),낮음,3789.75,3860.25,3956.5,4095.25,4221,4361.75,4522.5,4688.25,4879.25,5077.75,5284.5,5497.75,5709,5916.25,6120.25,6325.75,6538.75,6760,6872.67,8200.92,8321.91
아타드(주),매우낮음,2901,2956,3031,3136.75,3229.75,3329.25,3441,3556,3692,3836.25,3988.25,4146.75,4305,4460,4612,4763.75,4919,5078.25,5159.33,6070.75,6153.73
알비에치(주),매우낮음,3863.5,3943.5,4059.75,4228,4387.5,4552.75,4726.25,4892.75,5079.25,5270.25,5469.25,5675.5,5882.75,6087.75,6288,6488.5,6694.5,6906.5,7014.67,8205.08,8313.45
에스디바이오센서(주),매우높음,4076.25,4137.5,4215,4338.25,4445.75,4588.5,4758.5,4933.25,5131.5,5329.25,5524.75,5713.75,5893.25,6067,6241.75,6420.5,6605.75,6801,6901,8241,8363.18
에스엔에치(주),보통,2966.75,3018.25,3086.25,3182.25,3255.75,3336.5,3428,3522.25,3648.75,3805.5,3997.75,4218.25,4443.25,4648.75,4815.25,4946.75,5058.25,5167.75,5221,6163.33,6250.18
에스엔에프코리아(주),낮음,4420.75,4504.75,4625.75,4805,4966.5,5132.75,5305.25,5467.25,5651,5840.25,6033.25,6228.5,6423,6625.5,6848.5,7116.5,7445.25,7822,8025,9657.08,9804.82
에이엠스퀘어(주),매우낮음,3116.75,3178,3268.5,3405.75,3542,3697.25,3866.75,4030,4203.25,4371.75,4537.5,4699.25,4853.5,5000,5144.75,5302.25,5481.5,5678,5781.67,6953.67,7060
에이엠시지,보통,3862,3929.75,4022,4159,4285,4440.5,4624.25,4809.75,5009.75,5201.25,5385.25,5565.75,5740.75,5913,6092.75,6299.25,6551.5,6852.25,7009.67,8663.92,8815.36
에프알텍,높음,3401,3459.75,3538,3650.5,3741,3836.75,3941.5,4042.75,4164.75,4299,4444.75,4598.75,4754.25,4910,5070.25,5241.25,5425.75,5618.5,5717.67,6917.42,7026.36
에프에스케이엘앤에스(주),높음,4022.25,4081.75,4159.25,4283.5,4389.75,4529.75,4693.5,4851.25,5025,5203,5391,5589.25,5790,5989.75,6190.25,6402,6634.25,6887,7017.67,8508.08,8644
엑스페릭스,낮음,3811,3879.5,3974,4113.75,4237.75,4375.25,4524.5,4666.75,4827,4992.5,5166,5345.75,5525.5,5703.25,5881.75,6068,6266,6473.25,6579.67,7813.92,7926.18
엔큐리티,보통,3281.25,3342,3422.75,3535.25,3631.75,3737,3855.5,3972,4102.5,4230.5,4358.75,4491.75,4626.5,4763.75,4904,5049,5199.5,5356.5,5435.67,6697.5,6812.73
엠투아이코퍼레이션,높음,3640.25,3712.75,3816,3964,4099.25,4239,4385.75,4526.25,4685.25,4848.5,5017.25,5191.25,5365.25,5539,5714.75,5900,6102.5,6324,6438,8001.33,8144
엠핀스(주),매우낮음,3608,3677,3778,3929.75,4071.25,4223.75,4382.5,4528.75,4691.25,4859,5034.75,5216,5394,5565.25,5732.5,5905.25,6089,6281,6380.67,7466.17,7564.73
오픈헬스케어(주),매우낮음,4179,4262.75,4382.75,4556.5,4722.25,4900.75,5095.5,5288,5502.25,5719.25,5941.25,6171.5,6406.5,6645,6886,7132.75,7386,7637.25,7766.67,9224,9355.73
올거나이즈코리아(주),낮음,4173.25,4257.75,4383.25,4571.5,4760,4967.75,5193.5,5414.75,5655,5892.25,6129,6368,6603,6832.25,7056.25,7281.25,7514.5,7756.25,7881.67,9236.08,9358.91
위펀,높음,3490.25,3532.5,3574.25,3627,3637.5,3665.25,3715.25,3777.75,3869.25,3979.25,4102.25,4237.25,4378.75,4527,4690,4874.25,5080.5,5302,5416.33,6305.5,6386.36
유진로봇,높음,3625.75,3702,3809,3953.5,4075,4190.25,4310,4427.75,4571.25,4720.25,4874.25,5034.5,5199.5,5374.5,5561.75,5764,5981.25,6210.75,6326.67,7600.42,7716.91
이노아이(주),보통,3000,3047,3104.25,3184.75,3241.25,3313.5,3409.75,3521.5,3665.75,3822.25,3984,4148.75,4313.5,4479.75,4651.5,4831.75,5022.25,5218.5,5319.67,6355.33,6449.18
이마고웍스(주),보통,3581,3660.5,3783.75,3963.75,4138.25,4295.5,4433,4538,4644.5,4756.5,4882.5,5024.5,5176.5,5335.25,5500.5,5684,5899.75,6153.25,6285.67,7742.17,7875.55
이스트소프트,높음,3406.75,3481.5,3585.75,3721,3834,3931.25,4030.25,4132,4262,4405,4558.5,4721.5,4888.75,5058,5229.5,5407.25,5594.75,5791.75,5892.67,7165.67,7281.64
이지스엔터프라이즈(주),높음,3904,3965,4037.5,4139.75,4216,4321.25,4463.5,4628.25,4840,5074.5,5324.25,5579.5,5820.25,6040.75,6248,6459.25,6686,6924.75,7050.33,8538.5,8673.36
이지케어텍,매우높음,3639.75,3706.25,3796.75,3926.75,4038.25,4157.75,4289,4418.5,4569.75,4730.25,4902.25,5084.75,5270.5,5457.5,5646.75,5845.75,6060.5,6288.5,6406.67,7807.5,7934.91
이파피루스,높음,3635,3699.5,3784.5,3904.5,4003,4112.25,4239.75,4372.75,4529.75,4693,4861,5033.75,5211,5395.5,5592,5805,6033.5,6271.5,6393.67,7825.58,7955.73
인아텍앤코포 (주),매우낮음,3532.25,3602.5,3703,3846,3972.5,4102,4238.25,4371.25,4528,4692.75,4865.25,5042.75,5219.75,5394,5567.5,5747,5936.75,6134.75,6237,7379.42,7483.18
인크로스(주),매우높음,3206.5,3269.25,3358.5,3486.75,3601.75,3725.75,3863,4002.75,4164.75,4332.25,4506,4687.75,4877.75,5074,5274.25,5481.25,5700.5,5939,6060,7699.75,7849.82
인터콘시스템스(주),높음,3466.75,3524.5,3598,3700,3772.5,3855.5,3952,4045.25,4160.75,4283,4412.75,4556.5,4710.75,4874,5047.5,5233.25,5434,5644.25,5751.67,6892.92,6996.64
제이엔에스,높음,3218.25,3275.75,3356.25,3479,3594.75,3731.75,3885.75,4035.75,4195.75,4348.5,4498.5,4648.25,4795.75,4942.75,5096.5,5268,5464.25,5678,5791.67,6846.17,6941.36
제이티비씨(주),매우높음,4190.75,4260.5,4353.75,4492.5,4609.25,4747.75,4911.25,5078,5272.25,5477.5,5693,5925,6168.75,6414,6654.5,6894.25,7143,7411.25,7549.67,9531.83,9712.73
제이피아이헬스케어,보통,3867,3945.5,4057.75,4216.5,4354,4481,4602,4713,4852.5,5011.25,5188.5,5374.25,5558.25,5739,5919.25,6107.25,6310,6527,6638.67,8011,8136
주식회사 리만코리아,매우낮음,3911.5,3991.25,4107,4276.5,4440.75,4618.5,4811.75,5002.5,5214,5427.5,5644,5863.75,6078.25,6286.25,6489.5,6692.5,6901,7114,7222.67,8437.67,8548.18
주식회사 에스티씨랩,매우낮음,3736.5,3810.25,3917.75,4076.75,4227.75,4391.25,4567.75,4739,4928,5119.25,5314,5514,5715.25,5914.5,6110.5,6306,6506,6711,6815.33,7929.92,8031.36
주식회사 테크핀레이팅스,매우낮음,4839,4931.25,5066.75,5275.25,5480.5,5712.75,5964.25,6205.75,6467,6728.5,6996.25,7273,7552.75,7834,8116,8401.5,8694.25,8992.5,9144.67,10878.08,11035.64
주식회사웨어러블에이아이,매우낮음,2790.25,2841,2912.5,3018.25,3111.75,3215.75,3328.75,3436.75,3558.25,3679.75,3801,3921.75,4038.5,4151.25,4262.25,4376.5,4497.5,4624.5,4690,5510.58,5585.27
주식회사핀즐,매우낮음,3006.25,3062.25,3141.75,3259.75,3367.5,3486.75,3616.5,3742.25,3884,4029.5,4180.5,4335.75,4489.5,4638.75,4783.75,4930.25,5083.5,5242.75,5325,6175.58,6252.82
지니언스,낮음,3716.5,3789.25,3888.5,4024,4138,4251.5,4378,4513.75,4688.25,4888,5107.75,5336.75,5558.5,5767.75,5968.75,6176.5,6400.5,6636,6759.33,8190.17,8319.91
채비(주),높음,3264,3321.75,3397.5,3502.5,3585,3672.75,3771.75,3870.75,3988,4106.5,4226.25,4351.75,4483,4626.25,4791.75,4985.75,5209.75,5448,5574,6413.08,6488.27
