posting_tech_stack_one,job_category_kor_one,require_experience_single_year,exp_min,exp_max,require_experience_role,require_experience_band_kr,posting_start_month_key,posting_start_date_key,posting_count_s,posting_share_s
Java,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-04,2,2
FPGA,인공지능/머신러닝,0,0,0,신입,신입,2025-09,2025-09-02,3,3
Linux,SW/솔루션,6,4,7,대리,5-10년,2025-09,2025-09-03,1,1
Git,SW/솔루션,13,11,20,차장,10년+,2025-09,2025-09-04,1,0.5
SpringBoot,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-04,1,1
Java,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-04,1,1
Python,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-04,1,1
Druid,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
TypeScript,프론트엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-09,1,1
Datadog,DevOps/시스템 엔지니어,8,7,9,과장,5-10년,2025-09,2025-09-08,1,1
Linux,서버/백엔드 개발자,8,6,12,과장,5-10년,2025-09,2025-09-09,1,1
MySQL,웹 풀스택 개발자,5,3,9,대리,3-5년,2025-08,2025-08-31,1,0.2
Solidity,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-16,1,1
IPS,DevOps/시스템 엔지니어,4,2,20,대리,3-5년,2025-08,2025-08-11,1,0.5
Python,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-11,1,1
WebSocket,서버/백엔드 개발자,9,7,10,과장,5-10년,2025-08,2025-08-11,1,1
MySQL,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-12,1,1
AzureDevOps,DBA,11,10,14,과장,10년+,2025-08,2025-08-18,1,1
C,HW/임베디드,7,5,8,과장,5-10년,2025-08,2025-08-20,1,1
C,HW/임베디드,14,13,15,차장,10년+,2025-08,2025-08-20,1,1
ReactNative,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-21,1,1
Blazor,SW/솔루션,4,3,8,대리,3-5년,2025-08,2025-08-22,2,2
Transformers,인공지능/머신러닝,3,1,20,사원,1-3년,2025-08,2025-08-28,1,1
Vue.js,프론트엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-28,1,1
Django,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,0.5
CSS3,프론트엔드 개발자,8,6,9,과장,5-10년,2025-08,2025-08-29,2,2
gRPC,서버/백엔드 개발자,9,8,10,과장,5-10년,2025-08,2025-08-31,2,2
Embedded,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-30,1,1
Fusion360,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-30,1,1
Network,웹 풀스택 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,0.5
L2,기술지원,11,10,15,과장,10년+,2025-09,2025-09-01,1,0.5
RTOS,HW/임베디드,12,10,13,과장,10년+,2025-09,2025-09-02,1,1
Electron,서버/백엔드 개발자,6,4,15,대리,5-10년,2025-09,2025-09-02,2,2
React,서버/백엔드 개발자,6,4,15,대리,5-10년,2025-09,2025-09-02,2,2
Plotly.js,프론트엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-04,1,1
TortoiseSVN,SW/솔루션,2,1,3,사원,1-3년,2025-09,2025-09-04,1,0.3333333333333333
SW,인공지능/머신러닝,6,5,10,대리,5-10년,2025-09,2025-09-05,1,1
C#,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-09,1,1
Verilog,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-12,1,1
Vite,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-13,1,1
C,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
HALCON,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
Java,DevOps/시스템 엔지니어,8,7,12,과장,5-10년,2025-08,2025-08-18,1,1
Java,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-18,1,1
Git,SW/솔루션,4,2,15,대리,3-5년,2025-08,2025-08-19,1,0.5
AWS,빅데이터 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-19,1,1
Embedded,웹 풀스택 개발자,7,5,20,과장,5-10년,2025-08,2025-08-19,1,0.3333333333333333
Laravel,프론트엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
Python,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-08,2025-08-22,1,1
DeepLearning,SW/솔루션,5,4,6,대리,3-5년,2025-08,2025-08-25,2,1.5
Embedded,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-01,1,1
Java,인공지능/머신러닝,6,5,7,대리,5-10년,2025-08,2025-08-26,1,1
Spring,인공지능/머신러닝,5,4,6,대리,3-5년,2025-08,2025-08-27,1,1
GitHub,빅데이터 엔지니어,0,0,0,신입,신입,2025-08,2025-08-27,1,0.5
RESTAPI,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-27,1,1
GitHub,정보보안 담당자,3,2,4,사원,1-3년,2025-08,2025-08-29,1,1
Node.js,개발 PM,4,3,5,대리,3-5년,2025-08,2025-08-31,1,0.5
AdobeTarget,SW/솔루션,14,12,20,차장,10년+,2025-09,2025-09-01,1,1
AI/인공지능,인공지능/머신러닝,3,1,4,사원,1-3년,2025-08,2025-08-29,1,0.25
PCB,HW/임베디드,2,1,3,사원,1-3년,2025-09,2025-09-03,1,1
C#,SW/솔루션,7,5,15,과장,5-10년,2025-09,2025-09-01,1,1
JavaScript,프론트엔드 개발자,7,6,8,과장,5-10년,2025-09,2025-09-01,2,2
L7,기술지원,5,3,6,대리,3-5년,2025-09,2025-09-01,1,0.5
Mfc,SW/솔루션,3,1,4,사원,1-3년,2025-09,2025-09-03,1,1
Slim,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-02,1,1
EmbeddedLinux,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-03,1,1
Python,QA 엔지니어,6,4,10,대리,5-10년,2025-09,2025-09-03,1,1
CISSP,정보보안 담당자,5,3,6,대리,3-5년,2025-09,2025-09-04,1,0.5
MySQL,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-04,1,1
JavaScript,프론트엔드 개발자,4,3,8,대리,3-5년,2025-09,2025-09-05,1,1
vmware,정보보안 담당자,4,3,7,대리,3-5년,2025-09,2025-09-04,1,0.25
HW,HW/임베디드,7,5,12,과장,5-10년,2025-09,2025-09-07,2,2
C++,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-13,1,1
Kafka,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-16,1,0.25
Git,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-17,1,1
MySQL,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
Java,기술지원,2,1,5,사원,1-3년,2025-08,2025-08-15,1,0.5
React,프론트엔드 개발자,5,4,8,대리,3-5년,2025-08,2025-08-16,1,1
PyTorch,SW/솔루션,3,2,7,사원,1-3년,2025-08,2025-08-16,1,1
OpenCV,SW/솔루션,3,2,7,사원,1-3년,2025-08,2025-08-16,1,1
ReactNative,프론트엔드 개발자,12,11,15,과장,10년+,2025-08,2025-08-18,1,1
Spring,DevOps/시스템 엔지니어,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
RESTAPI,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
PyTorch,HW/임베디드,16,15,20,부장,10년+,2025-08,2025-08-19,1,0.5
MES,DevOps/시스템 엔지니어,10,9,11,과장,5-10년,2025-08,2025-08-19,1,1
Network,DevOps/시스템 엔지니어,9,7,10,과장,5-10년,2025-08,2025-08-20,1,1
Git,프론트엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
Embedded,HW/임베디드,5,3,20,대리,3-5년,2025-08,2025-08-21,1,1
HW,HW/임베디드,5,3,20,대리,3-5년,2025-08,2025-08-21,1,1
C++,SW/솔루션,13,11,20,차장,10년+,2025-08,2025-08-24,1,0.3333333333333333
Zustand,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
Firebase,크로스플랫폼 앱개발자,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
Embedded,HW/임베디드,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
PyTorch,인공지능/머신러닝,2,1,5,사원,1-3년,2025-08,2025-08-28,1,1
C++,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-08,2025-08-27,1,1
GitHubActions,프론트엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-27,1,1
AI/인공지능,인공지능/머신러닝,7,5,12,과장,5-10년,2025-08,2025-08-27,1,1
DB,기술지원,5,4,6,대리,3-5년,2025-09,2025-09-01,1,0.5
PCB,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,1,1
AI/인공지능,인공지능/머신러닝,5,3,20,대리,3-5년,2025-09,2025-09-02,1,0.5
C,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-03,1,1
Jenkins,DevOps/시스템 엔지니어,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
Rxswift,iOS 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
Xcode,웹 풀스택 개발자,3,1,10,사원,1-3년,2025-09,2025-09-06,1,0.5
GitHub,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-05,1,1
Java,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
TypeScript,프론트엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
Bitbucket,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-08,1,1
MCU,HW/임베디드,9,8,10,과장,5-10년,2025-08,2025-08-14,1,1
HW,HW/임베디드,4,2,5,대리,3-5년,2025-08,2025-08-14,1,1
MachineLearning,SW/솔루션,8,6,9,과장,5-10년,2025-08,2025-08-13,1,1
Ubuntu,인공지능/머신러닝,4,3,5,대리,3-5년,2025-08,2025-08-15,1,1
MongoDB,웹 풀스택 개발자,11,10,15,과장,10년+,2025-08,2025-08-15,1,0.5
C++,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-17,1,0.5
Linux,서버/백엔드 개발자,2,1,5,사원,1-3년,2025-08,2025-08-14,1,1
PostgreSQL,DBA,5,3,15,대리,3-5년,2025-08,2025-08-14,1,1
Figma,크로스플랫폼 앱개발자,5,3,6,대리,3-5년,2025-08,2025-08-16,1,1
RESTAPI,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
MCU,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
Infra,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
PostgreSQL,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-20,1,1
GCP,SW/솔루션,3,2,7,사원,1-3년,2025-08,2025-08-20,1,0.5
Verilog,HW/임베디드,9,8,10,과장,5-10년,2025-08,2025-08-21,1,1
Java,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-22,1,1
iOS,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
JavaScript,웹퍼블리셔,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
C++,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-27,2,1
C++,QA 엔지니어,4,3,7,대리,3-5년,2025-08,2025-08-22,1,1
C++,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-08,2025-08-26,1,0.5
Firewall,정보보안 담당자,4,2,10,대리,3-5년,2025-08,2025-08-27,1,1
Vue.js,SW/솔루션,9,7,15,과장,5-10년,2025-08,2025-08-27,1,1
DeepLearning,인공지능/머신러닝,7,5,12,과장,5-10년,2025-08,2025-08-27,1,1
MySQL,SW/솔루션,7,6,8,과장,5-10년,2025-09,2025-09-01,1,1
C,SW/솔루션,6,5,9,대리,5-10년,2025-09,2025-09-02,1,1
PostgreSQL,SW/솔루션,10,9,11,과장,5-10년,2025-09,2025-09-01,4,4
RTOS,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-07,1,1
Linux,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,3,3
C#,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-01,1,0.5
L7,DevOps/시스템 엔지니어,7,5,13,과장,5-10년,2025-09,2025-09-01,1,0.5
Linux,프론트엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Redis,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-03,2,2
TCP/IP,SW/솔루션,7,5,20,과장,5-10년,2025-09,2025-09-09,1,1
Kafka,정보보안 담당자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.25
JavaScript,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-08,2,1.5
AI/인공지능,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-06,1,0.5
React,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-12,1,1
Flutter,크로스플랫폼 앱개발자,0,0,0,신입,신입,2025-08,2025-08-14,1,1
GCP,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-16,1,1
React,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-11,1,1
Helm,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-08,2025-08-11,1,1
C++,SW/솔루션,4,2,10,대리,3-5년,2025-08,2025-08-13,1,1
JSP,기술지원,7,6,10,과장,5-10년,2025-08,2025-08-17,1,1
AndroidSDK,크로스플랫폼 앱개발자,5,3,6,대리,3-5년,2025-08,2025-08-16,1,1
C,HW/임베디드,3,1,8,사원,1-3년,2025-08,2025-08-15,1,1
AWS,DevOps/시스템 엔지니어,9,7,10,과장,5-10년,2025-08,2025-08-18,1,1
Kotlin,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-20,1,0.5
Flask,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-19,1,1
SpringBoot,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
AWS,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-20,1,0.5
Next.js,프론트엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
C++,HW/임베디드,6,5,7,대리,5-10년,2025-08,2025-08-21,1,1
AWS,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-21,1,1
Kafka,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-23,1,0.5
Django,서버/백엔드 개발자,6,4,20,대리,5-10년,2025-08,2025-08-24,1,0.5
Supabase,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
jQuery,웹퍼블리셔,0,0,0,신입,신입,2025-09,2025-09-01,1,1
Docker,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-25,1,0.5
TCP/IP,HW/임베디드,7,5,20,과장,5-10년,2025-09,2025-09-01,2,2
Ccnp,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-26,1,1
MSSQL,SW/솔루션,9,7,15,과장,5-10년,2025-08,2025-08-27,1,1
Python,SW/솔루션,3,1,4,사원,1-3년,2025-08,2025-08-29,1,0.3333333333333333
Network,기술지원,3,2,4,사원,1-3년,2025-08,2025-08-29,1,1
Python,DevOps/시스템 엔지니어,7,5,20,과장,5-10년,2025-09,2025-09-01,1,1
C++,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-31,1,0.5
JavaScript,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,2,2
XML,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
Redis,정보보안 담당자,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
CSS3,프론트엔드 개발자,7,6,8,과장,5-10년,2025-09,2025-09-01,2,2
AndroidSDK,안드로이드 개발자,2,1,3,사원,1-3년,2025-09,2025-09-03,1,1
C++,SW/솔루션,9,7,10,과장,5-10년,2025-09,2025-09-02,1,1
MachineLearning,인공지능/머신러닝,0,0,0,신입,신입,2025-09,2025-09-02,3,3
GitHub,DevOps/시스템 엔지니어,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
JavaScript,웹퍼블리셔,8,6,9,과장,5-10년,2025-09,2025-09-03,1,1
Django,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.5
Docker,SW/솔루션,7,5,20,과장,5-10년,2025-09,2025-09-09,1,1
BigData,빅데이터 엔지니어,9,7,10,과장,5-10년,2025-09,2025-09-04,1,0.5
MCU,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-07,1,0.3333333333333333
RESTAPI,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-08,1,1
TypeScript,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-06,1,1
MCU,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
Verilog,HW/임베디드,4,2,15,대리,3-5년,2025-08,2025-08-11,1,1
C,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-13,1,1
MySQL,기술지원,11,10,12,과장,10년+,2025-08,2025-08-12,1,1
Linux,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-13,1,1
PCB,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-18,1,1
Debian,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-19,1,1
NestJS,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-21,1,1
Postman,QA 엔지니어,7,6,10,과장,5-10년,2025-08,2025-08-22,1,1
C++,인공지능/머신러닝,4,3,5,대리,3-5년,2025-08,2025-08-22,1,1
C++,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-26,1,1
Linux,서버/백엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-27,1,1
Linux,SW/솔루션,9,7,20,과장,5-10년,2025-09,2025-09-01,1,1
React,프론트엔드 개발자,17,16,20,부장,10년+,2025-09,2025-09-01,1,1
OpenCV,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-30,1,0.5
GitHub,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-30,1,0.5
SQL,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
MES,SW/솔루션,7,6,8,과장,5-10년,2025-09,2025-09-01,1,1
SW,SW/솔루션,3,1,10,사원,1-3년,2025-08,2025-08-31,1,0.5
Network,기술지원,9,7,10,과장,5-10년,2025-09,2025-09-01,2,1
HTML5,SW/솔루션,14,12,20,차장,10년+,2025-09,2025-09-01,1,1
Jenkins,SW/솔루션,14,12,20,차장,10년+,2025-09,2025-09-01,1,1
AWS,서버/백엔드 개발자,9,8,12,과장,5-10년,2025-08,2025-08-30,1,0.5
RF,HW/임베디드,7,5,20,과장,5-10년,2025-09,2025-09-05,1,1
JavaScript,프론트엔드 개발자,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
Infra,정보보안 담당자,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
L3,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
JSTL,프론트엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-02,1,1
RESTAPI,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
AWS,정보보안 담당자,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
Windows,블록체인,6,5,9,대리,5-10년,2025-09,2025-09-08,1,0.5
AzureSynapse,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-09,2025-09-09,1,1
Testrail,QA 엔지니어,16,15,20,부장,10년+,2025-08,2025-08-11,1,1
C++,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-11,1,1
ASIC,프론트엔드 개발자,9,8,12,과장,5-10년,2025-08,2025-08-13,1,1
WebRTC,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-14,1,0.25
Docker,웹 풀스택 개발자,9,7,15,과장,5-10년,2025-08,2025-08-17,1,0.5
AI/인공지능,인공지능/머신러닝,4,3,5,대리,3-5년,2025-08,2025-08-19,1,1
Golang,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-18,1,0.5
SQL,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
Python,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-19,1,1
Kubernetes,SW/솔루션,3,2,7,사원,1-3년,2025-08,2025-08-20,2,1
TailwindCSS,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
MongoDB,서버/백엔드 개발자,3,1,10,사원,1-3년,2025-08,2025-08-22,1,1
RESTAPI,SW/솔루션,11,10,14,과장,10년+,2025-08,2025-08-22,1,1
Oracle,SW/솔루션,7,5,15,과장,5-10년,2025-08,2025-08-22,1,1
iOS,크로스플랫폼 앱개발자,7,5,20,과장,5-10년,2025-08,2025-08-25,2,2
AzureDevOps,DevOps/시스템 엔지니어,3,1,18,사원,1-3년,2025-08,2025-08-25,1,1
SpringFramework,서버/백엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-27,1,1
Rails,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,0.5
Vue.js,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-01,1,1
GitHub,프론트엔드 개발자,9,8,12,과장,5-10년,2025-09,2025-09-01,1,1
PostgreSQL,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-31,1,1
C,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-01,3,3
Qt,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-31,1,0.5
MSSQL,기술지원,0,0,0,신입,신입,2025-08,2025-08-29,1,0.5
C#,기술지원,5,4,6,대리,3-5년,2025-08,2025-08-29,1,0.5
DetaCloud,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-01,1,1
Eclipse,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Infra,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-09,2025-09-02,1,0.5
JavaScript,SW/솔루션,5,3,10,대리,3-5년,2025-09,2025-09-02,1,1
TensorFlow,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-02,1,1
SpringBoot,서버/백엔드 개발자,9,8,12,과장,5-10년,2025-09,2025-09-04,1,1
ARM,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-03,1,1
EmbeddedLinux,SW/솔루션,2,1,3,사원,1-3년,2025-09,2025-09-03,1,1
Python,HW/임베디드,2,1,5,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
DjangoRESTframework,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
Debian,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
GitHub,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-04,1,1
Verilog,HW/임베디드,7,5,12,과장,5-10년,2025-09,2025-09-07,2,2
Java,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-15,1,1
C#,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-11,1,1
Embedded,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-12,1,1
HW,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-14,1,0.25
Confluence,정보보안 담당자,7,6,8,과장,5-10년,2025-08,2025-08-18,1,1
Git,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-20,1,1
Git,DevOps/시스템 엔지니어,7,5,20,과장,5-10년,2025-08,2025-08-20,1,1
Verilog,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-27,2,1
Linux,인공지능/머신러닝,2,1,3,사원,1-3년,2025-08,2025-08-27,1,1
SpringBoot,서버/백엔드 개발자,5,4,6,대리,3-5년,2025-08,2025-08-27,1,1
Notion,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-30,1,1
MySQL,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-30,1,1
Jira,DevOps/시스템 엔지니어,11,10,15,과장,10년+,2025-09,2025-09-01,1,1
L2,DevOps/시스템 엔지니어,7,5,13,과장,5-10년,2025-09,2025-09-01,1,0.5
RESTAPI,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-01,1,1
OpenAPI,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
Python,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
HTML5,프론트엔드 개발자,4,3,8,대리,3-5년,2025-09,2025-09-05,1,1
C++,SW/솔루션,14,13,15,차장,10년+,2025-09,2025-09-06,1,1
NestJS,서버/백엔드 개발자,5,3,6,대리,3-5년,2025-09,2025-09-06,1,1
AI/인공지능,인공지능/머신러닝,6,4,7,대리,5-10년,2025-09,2025-09-07,1,0.25
PyTorch,인공지능/머신러닝,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
C,SW/솔루션,9,7,18,과장,5-10년,2025-09,2025-09-08,2,2
AZURE,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-13,1,1
React,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-11,1,1
HW,HW/임베디드,6,5,7,대리,5-10년,2025-08,2025-08-11,1,1
ARM,HW/임베디드,8,6,15,과장,5-10년,2025-08,2025-08-13,1,1
AndroidOS,iOS 개발자,6,5,7,대리,5-10년,2025-08,2025-08-14,1,0.5
AWSWAF,정보보안 담당자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
WebRTC,안드로이드 개발자,2,1,5,사원,1-3년,2025-08,2025-08-14,1,1
Java,안드로이드 개발자,2,1,5,사원,1-3년,2025-08,2025-08-14,1,1
AI/인공지능,기술지원,5,3,10,대리,3-5년,2025-08,2025-08-15,1,1
MariaDB,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-18,1,1
Java,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-19,1,1
SW,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-23,1,1
Java,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-08,2025-08-21,1,1
TCP/IP,SW/솔루션,13,11,20,차장,10년+,2025-08,2025-08-24,1,0.3333333333333333
RDB,서버/백엔드 개발자,6,4,20,대리,5-10년,2025-08,2025-08-24,1,0.5
Flutter,크로스플랫폼 앱개발자,4,3,5,대리,3-5년,2025-08,2025-08-26,1,1
Blockchain,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-26,1,1
Solidity,서버/백엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-27,1,1
JavaScript,프론트엔드 개발자,8,7,9,과장,5-10년,2025-08,2025-08-28,1,1
Spring,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-01,1,0.5
Linux,QA 엔지니어,6,4,20,대리,5-10년,2025-08,2025-08-29,1,1
React,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-31,1,1
Next.js,프론트엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Network,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-01,1,0.5
