company_name,salary_avg,salary_min,salary_max,salary_yoy_change,salary_info_reliability,salary_2022_avg,salary_2022_min,salary_2022_max,salary_2023_avg,salary_2023_min,salary_2023_max,salary_2024_avg,salary_2024_min,salary_2024_max,salary_2022_avg_industry,salary_2023_avg_industry,salary_2024_avg_industry,starting_salary_bachelors_avg,starting_salary_bachelors_yoy_change,starting_salary_bachelors_2022_avg,starting_salary_bachelors_2023_avg,starting_salary_bachelors_2024_avg,starting_salary_bachelors_estimated_monthly_takehome,salary_staff_high_school_avg,salary_staff_high_school_min,salary_staff_high_school_max,salary_staff_associates_avg,salary_staff_associates_min,salary_staff_associates_max,salary_staff_bachelors_avg,salary_staff_bachelors_min,salary_staff_bachelors_max,salary_junior_mgr_avg,salary_junior_mgr_min,salary_junior_mgr_max,salary_deputy_mgr_avg,salary_deputy_mgr_min,salary_deputy_mgr_max,salary_section_chief_avg,salary_section_chief_min,salary_section_chief_max,salary_deputy_section_chief_avg,salary_deputy_section_chief_min,salary_deputy_section_chief_max,salary_department_head_avg,salary_department_head_min,salary_department_head_max,salary_by_age_2022_json,salary_by_age_2023_json,salary_by_age_2024_json,company_salary_url_saramin,saramin_company_salary_collection_time
(주)인텍에프에이,6821,3701,7706,7.25,보통,5556,3333,6787,6360,3598,7335,6821,3701,7706,4664,4875,5047,4086,3.76,3682,3938,4086,2881600,4011,3802,4221,4189,4057,4321,4323,4195,4451,4672,4434,4910,5278,4921,5635,6001,5643,6358,6944,6385,7502,8244,7558,8930,"{''20'': 3419, ''21'': 3419, ''22'': 3585, ''23'': 3642, ''24'': 3692, ''25'': 3793, ''26'': 3814, ''27'': 3920, ''28'': 4028, ''29'': 4140, ''30'': 4255, ''31'': 4364, ''32'': 4471, ''33'': 4594, ''34'': 4724, ''35'': 4871, ''36'': 5020, ''37'': 5189, ''38'': 5363, ''39'': 5553, ''40'': 5745, ''41'': 5945, ''42'': 6153, ''43'': 6356, ''44'': 6579, ''45'': 6851, ''46'': 7124, ''47'': 7374, ''48'': 7584, ''49'': 7782, ''50'': 7981}","{''20'': 3759, ''21'': 3759, ''22'': 3759, ''23'': 3931, ''24'': 3986, ''25'': 4027, ''26'': 4138, ''27'': 4170, ''28'': 4298, ''29'': 4423, ''30'': 4552, ''31'': 4686, ''32'': 4822, ''33'': 4955, ''34'': 5098, ''35'': 5244, ''36'': 5400, ''37'': 5557, ''38'': 5740, ''39'': 5931, ''40'': 6140, ''41'': 6354, ''42'': 6575, ''43'': 6799, ''44'': 7017, ''45'': 7256, ''46'': 7552, ''47'': 7852, ''48'': 8127, ''49'': 8357, ''50'': 8576}","{''20'': 3840, ''21'': 3840, ''22'': 4034, ''23'': 4149, ''24'': 4196, ''25'': 4270, ''26'': 4299, ''27'': 4407, ''28'': 4446, ''29'': 4595, ''30'': 4747, ''31'': 4902, ''32'': 5058, ''33'': 5207, ''34'': 5350, ''35'': 5503, ''36'': 5652, ''37'': 5816, ''38'': 5986, ''39'': 6179, ''40'': 6372, ''41'': 6589, ''42'': 6816, ''43'': 7056, ''44'': 7301, ''45'': 7532, ''46'': 7789, ''47'': 8104, ''48'': 8415, ''49'': 8695, ''50'': 8932}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=RmhNd0cya0FWbG9UVEFsU0FscjZ0dz09,2025-09-14 22:23:43.598588+00
엠투아이코퍼레이션,5862,3243,7872,-12.17,높음,6318,3279,8217,6674,3358,8262,5862,3243,7872,4664,4875,5047,3827,-5.76,3954,4061,3827,2717206,3489,3306,3672,3688,3489,3887,3923,3651,4195,4422,4176,4667,5081,4680,5482,5852,5472,6233,6909,6267,7551,8379,7668,9089,"{''20'': 3364, ''21'': 3364, ''22'': 3663, ''23'': 3663, ''24'': 3765, ''25'': 3944, ''26'': 4039, ''27'': 4197, ''28'': 4339, ''29'': 4483, ''30'': 4641, ''31'': 4810, ''32'': 4973, ''33'': 5138, ''34'': 5295, ''35'': 5461, ''36'': 5630, ''37'': 5834, ''38'': 6064, ''39'': 6308, ''40'': 6556, ''41'': 6822, ''42'': 7095, ''43'': 7366, ''44'': 7666, ''45'': 8020, ''46'': 8348, ''47'': 8602, ''48'': 8812, ''49'': 9054, ''50'': 9375}","{''20'': 3604, ''21'': 3604, ''22'': 3604, ''23'': 3749, ''24'': 3894, ''25'': 4017, ''26'': 4196, ''27'': 4290, ''28'': 4453, ''29'': 4604, ''30'': 4758, ''31'': 4926, ''32'': 5106, ''33'': 5279, ''34'': 5454, ''35'': 5622, ''36'': 5801, ''37'': 5982, ''38'': 6195, ''39'': 6432, ''40'': 6687, ''41'': 6950, ''42'': 7238, ''43'': 7532, ''44'': 7819, ''45'': 8133, ''46'': 8503, ''47'': 8829, ''48'': 9080, ''49'': 9289, ''50'': 9524}","{''20'': 3344, ''21'': 3344, ''22'': 3491, ''23'': 3609, ''24'': 3659, ''25'': 3776, ''26'': 3906, ''27'': 4092, ''28'': 4185, ''29'': 4346, ''30'': 4500, ''31'': 4657, ''32'': 4826, ''33'': 5006, ''34'': 5173, ''35'': 5337, ''36'': 5491, ''37'': 5654, ''38'': 5826, ''39'': 6032, ''40'': 6261, ''41'': 6503, ''42'': 6754, ''43'': 7028, ''44'': 7313, ''45'': 7598, ''46'': 7912, ''47'': 8277, ''48'': 8600, ''49'': 8843, ''50'': 9044}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=M2IweGdNR3NpM1BJM05lemFxYTNXUT09,2025-09-14 22:24:40.36615+00
(주)알에프텍,4769,2889,6712,7.22,높음,4307,2711,6346,4448,2787,6507,4769,2889,6712,4893,5140,5292,3513,2.72,3374,3420,3513,2517700,3171,2993,3349,3361,3186,3535,3582,3320,3845,4055,3841,4269,4619,4265,4972,5293,4974,5611,6082,5639,6524,7157,6581,7733,"{''20'': 2781, ''21'': 2781, ''22'': 3068, ''23'': 3068, ''24'': 3158, ''25'': 3343, ''26'': 3449, ''27'': 3585, ''28'': 3703, ''29'': 3814, ''30'': 3930, ''31'': 4062, ''32'': 4198, ''33'': 4336, ''34'': 4465, ''35'': 4602, ''36'': 4746, ''37'': 4910, ''38'': 5076, ''39'': 5237, ''40'': 5394, ''41'': 5564, ''42'': 5740, ''43'': 5914, ''44'': 6122, ''45'': 6381, ''46'': 6627, ''47'': 6841, ''48'': 7037, ''49'': 7239, ''50'': 7450}","{''20'': 2967, ''21'': 2967, ''22'': 2967, ''23'': 3091, ''24'': 3197, ''25'': 3314, ''26'': 3502, ''27'': 3609, ''28'': 3747, ''29'': 3869, ''30'': 3985, ''31'': 4106, ''32'': 4246, ''33'': 4390, ''34'': 4533, ''35'': 4664, ''36'': 4801, ''37'': 4945, ''38'': 5108, ''39'': 5272, ''40'': 5436, ''41'': 5600, ''42'': 5775, ''43'': 5959, ''44'': 6146, ''45'': 6365, ''46'': 6630, ''47'': 6883, ''48'': 7108, ''49'': 7326, ''50'': 7550}","{''20'': 3024, ''21'': 3024, ''22'': 3203, ''23'': 3273, ''24'': 3333, ''25'': 3443, ''26'': 3554, ''27'': 3739, ''28'': 3845, ''29'': 3994, ''30'': 4128, ''31'': 4256, ''32'': 4389, ''33'': 4542, ''34'': 4695, ''35'': 4847, ''36'': 4985, ''37'': 5127, ''38'': 5277, ''39'': 5449, ''40'': 5628, ''41'': 5804, ''42'': 5981, ''43'': 6167, ''44'': 6361, ''45'': 6552, ''46'': 6777, ''47'': 7050, ''48'': 7303, ''49'': 7524, ''50'': 7739}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=bWJwVjNEU214QjFsUnhwMndZNnZZQT09,2025-09-14 22:25:33.930335+00
(주)설텍,5147,3207,6594,13,낮음,4446,2806,6075,4555,2870,6257,5147,3207,6594,4664,4875,5047,3591,8.16,3243,3320,3591,2566660,3405,3238,3572,3560,3414,3706,3722,3545,3899,4004,3880,4127,4450,4127,4773,5121,4785,5457,5927,5478,6377,6958,6401,7515,"{''20'': 2879, ''21'': 2879, ''22'': 3108, ''23'': 3108, ''24'': 3192, ''25'': 3318, ''26'': 3359, ''27'': 3449, ''28'': 3526, ''29'': 3606, ''30'': 3705, ''31'': 3820, ''32'': 3940, ''33'': 4069, ''34'': 4195, ''35'': 4333, ''36'': 4479, ''37'': 4641, ''38'': 4802, ''39'': 4955, ''40'': 5109, ''41'': 5274, ''42'': 5460, ''43'': 5629, ''44'': 5795, ''45'': 6000, ''46'': 6218, ''47'': 6441, ''48'': 6670, ''49'': 6897, ''50'': 7119}","{''20'': 3039, ''21'': 3039, ''22'': 3039, ''23'': 3169, ''24'': 3258, ''25'': 3337, ''26'': 3467, ''27'': 3512, ''28'': 3606, ''29'': 3688, ''30'': 3773, ''31'': 3878, ''32'': 4001, ''33'': 4129, ''34'': 4262, ''35'': 4393, ''36'': 4536, ''37'': 4685, ''38'': 4852, ''39'': 5016, ''40'': 5174, ''41'': 5332, ''42'': 5504, ''43'': 5697, ''44'': 5872, ''45'': 6043, ''46'': 6253, ''47'': 6478, ''48'': 6709, ''49'': 6951, ''50'': 7195}","{''20'': 3276, ''21'': 3276, ''22'': 3391, ''23'': 3529, ''24'': 3554, ''25'': 3624, ''26'': 3704, ''27'': 3846, ''28'': 3885, ''29'': 3969, ''30'': 4038, ''31'': 4124, ''32'': 4241, ''33'': 4377, ''34'': 4513, ''35'': 4655, ''36'': 4794, ''37'': 4946, ''38'': 5107, ''39'': 5289, ''40'': 5470, ''41'': 5645, ''42'': 5821, ''43'': 6010, ''44'': 6218, ''45'': 6403, ''46'': 6590, ''47'': 6826, ''48'': 7071, ''49'': 7308, ''50'': 7553}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=NU9Yc2xJbytPazBlWUJ4dGRHdEhRZz09,2025-09-14 22:26:36.68468+00
(주)인엘씨테크놀러지,7150,3804,7944,4.2,낮음,5786,3193,7041,6862,3521,7811,7150,3804,7944,4893,5140,5292,4341,3.78,3787,4183,4341,3046030,4052,3850,4253,4250,4058,4442,4475,4219,4731,4969,4707,5231,5539,5267,5812,6145,5780,6510,7152,6550,7754,8572,7819,9325,"{''20'': 3276, ''21'': 3276, ''22'': 3610, ''23'': 3610, ''24'': 3696, ''25'': 3857, ''26'': 3907, ''27'': 4027, ''28'': 4153, ''29'': 4278, ''30'': 4412, ''31'': 4553, ''32'': 4669, ''33'': 4771, ''34'': 4872, ''35'': 5005, ''36'': 5149, ''37'': 5317, ''38'': 5503, ''39'': 5696, ''40'': 5904, ''41'': 6113, ''42'': 6327, ''43'': 6533, ''44'': 6779, ''45'': 7082, ''46'': 7373, ''47'': 7622, ''48'': 7820, ''49'': 8003, ''50'': 8205}","{''20'': 3760, ''21'': 3760, ''22'': 3760, ''23'': 3915, ''24'': 4055, ''25'': 4182, ''26'': 4365, ''27'': 4438, ''28'': 4589, ''29'': 4744, ''30'': 4897, ''31'': 5049, ''32'': 5194, ''33'': 5296, ''34'': 5385, ''35'': 5485, ''36'': 5627, ''37'': 5787, ''38'': 5974, ''39'': 6176, ''40'': 6386, ''41'': 6619, ''42'': 6861, ''43'': 7109, ''44'': 7340, ''45'': 7616, ''46'': 7960, ''47'': 8297, ''48'': 8587, ''49'': 8826, ''50'': 9053}","{''20'': 3895, ''21'': 3895, ''22'': 4040, ''23'': 4198, ''24'': 4233, ''25'': 4332, ''26'': 4451, ''27'': 4642, ''28'': 4719, ''29'': 4884, ''30'': 5054, ''31'': 5221, ''32'': 5377, ''33'': 5524, ''34'': 5618, ''35'': 5698, ''36'': 5801, ''37'': 5952, ''38'': 6120, ''39'': 6319, ''40'': 6537, ''41'': 6767, ''42'': 7015, ''43'': 7273, ''44'': 7538, ''45'': 7785, ''46'': 8069, ''47'': 8424, ''48'': 8771, ''49'': 9073, ''50'': 9313}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=bE9YbVNxdTVWcUtsbm5DdlV2Y3hMUT09,2025-09-14 22:27:30.651901+00
혜연전자(주),4285,2797,5706,-0.28,낮음,4011,2652,5593,4297,2787,5678,4285,2797,5706,4664,4875,5047,3290,0.24,3216,3298,3290,2374786,3046,2881,3211,3215,3064,3367,3400,3187,3613,3823,3616,4029,4328,4012,4644,4940,4650,5231,5645,5264,6026,6320,6024,6616,"{''20'': 2721, ''21'': 2721, ''22'': 2955, ''23'': 2955, ''24'': 3035, ''25'': 3173, ''26'': 3252, ''27'': 3392, ''28'': 3506, ''29'': 3590, ''30'': 3690, ''31'': 3812, ''32'': 3934, ''33'': 4056, ''34'': 4173, ''35'': 4301, ''36'': 4427, ''37'': 4567, ''38'': 4710, ''39'': 4853, ''40'': 5000, ''41'': 5154, ''42'': 5307, ''43'': 5425, ''44'': 5528, ''45'': 5644, ''46'': 5757, ''47'': 5885, ''48'': 6044, ''49'': 6233, ''50'': 6426}","{''20'': 2961, ''21'': 2961, ''22'': 2961, ''23'': 3085, ''24'': 3181, ''25'': 3266, ''26'': 3409, ''27'': 3490, ''28'': 3638, ''29'': 3762, ''30'': 3860, ''31'': 3971, ''32'': 4104, ''33'': 4238, ''34'': 4370, ''35'': 4496, ''36'': 4630, ''37'': 4765, ''38'': 4919, ''39'': 5079, ''40'': 5235, ''41'': 5390, ''42'': 5557, ''43'': 5720, ''44'': 5841, ''45'': 5940, ''46'': 6059, ''47'': 6174, ''48'': 6302, ''49'': 6456, ''50'': 6640}","{''20'': 2911, ''21'': 2911, ''22'': 3068, ''23'': 3147, ''24'': 3196, ''25'': 3291, ''26'': 3377, ''27'': 3527, ''28'': 3613, ''29'': 3769, ''30'': 3903, ''31'': 4007, ''32'': 4121, ''33'': 4259, ''34'': 4396, ''35'': 4531, ''36'': 4657, ''37'': 4792, ''38'': 4927, ''39'': 5083, ''40'': 5245, ''41'': 5403, ''42'': 5562, ''43'': 5734, ''44'': 5902, ''45'': 6026, ''46'': 6128, ''47'': 6253, ''48'': 6371, ''49'': 6498, ''50'': 6646}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=MEFrOGRFdDZOOXhFNjloMWUzcWdPdz09,2025-09-14 22:28:39.534231+00
아이디어스투실리콘(주),6743,3407,7861,-16.65,"매우
낮음",0,0,0,8090,3835,8791,6743,3407,7861,4893,5140,5292,4142,-10.68,,4637,4142,2918216,3773,3552,3994,4010,3796,4225,4263,3975,4550,4822,4531,5112,5630,5122,6139,6557,6151,6963,7559,7013,8106,8681,8130,9232,"{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': 4082, ''21'': 4082, ''22'': 4082, ''23'': 4253, ''24'': 4387, ''25'': 4510, ''26'': 4730, ''27'': 4882, ''28'': 5122, ''29'': 5350, ''30'': 5585, ''31'': 5829, ''32'': 6092, ''33'': 6351, ''34'': 6601, ''35'': 6821, ''36'': 7039, ''37'': 7256, ''38'': 7507, ''39'': 7759, ''40'': 8017, ''41'': 8275, ''42'': 8533, ''43'': 8776, ''44'': 8983, ''45'': 9222, ''46'': 9531, ''47'': 9830, ''48'': 10098, ''49'': 10323, ''50'': 10530}","{''20'': 3589, ''21'': 3589, ''22'': 3824, ''23'': 3890, ''24'': 3975, ''25'': 4122, ''26'': 4243, ''27'': 4433, ''28'': 4543, ''29'': 4731, ''30'': 4913, ''31'': 5101, ''32'': 5305, ''33'': 5525, ''34'': 5742, ''35'': 5957, ''36'': 6155, ''37'': 6353, ''38'': 6544, ''39'': 6755, ''40'': 6979, ''41'': 7213, ''42'': 7451, ''43'': 7691, ''44'': 7916, ''45'': 8108, ''46'': 8314, ''47'': 8574, ''48'': 8815, ''49'': 9041, ''50'': 9235}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=V2RaNEdTVm45TXJuM0ZxQ2JKeXFMUT09,2025-09-14 22:29:32.099892+00
에프알텍,6215,3449,7516,10.88,높음,5409,3144,6914,5605,3178,7155,6215,3449,7516,4664,4875,5047,3908,6.95,3550,3654,3908,2769886,3680,3495,3865,3858,3691,4025,4044,3842,4246,4402,4221,4583,4994,4596,5392,5770,5385,6154,6707,6192,7221,7961,7267,8655,"{''20'': 3225, ''21'': 3225, ''22'': 3373, ''23'': 3432, ''24'': 3490, ''25'': 3615, ''26'': 3671, ''27'': 3781, ''28'': 3888, ''29'': 4002, ''30'': 4129, ''31'': 4272, ''32'': 4411, ''33'': 4550, ''34'': 4684, ''35'': 4837, ''36'': 5007, ''37'': 5200, ''38'': 5392, ''39'': 5578, ''40'': 5755, ''41'': 5942, ''42'': 6142, ''43'': 6347, ''44'': 6578, ''45'': 6851, ''46'': 7119, ''47'': 7385, ''48'': 7643, ''49'': 7888, ''50'': 8110}","{''20'': 3365, ''21'': 3365, ''22'': 3365, ''23'': 3509, ''24'': 3600, ''25'': 3678, ''26'': 3815, ''27'': 3871, ''28'': 3983, ''29'': 4097, ''30'': 4220, ''31'': 4359, ''32'': 4520, ''33'': 4680, ''34'': 4836, ''35'': 4981, ''36'': 5143, ''37'': 5321, ''38'': 5520, ''39'': 5719, ''40'': 5914, ''41'': 6105, ''42'': 6302, ''43'': 6509, ''44'': 6720, ''45'': 6958, ''46'': 7233, ''47'': 7498, ''48'': 7758, ''49'': 8017, ''50'': 8276}","{''20'': 3536, ''21'': 3536, ''22'': 3672, ''23'': 3812, ''24'': 3848, ''25'': 3935, ''26'': 4027, ''27'': 4179, ''28'': 4232, ''29'': 4344, ''30'': 4452, ''31'': 4582, ''32'': 4735, ''33'': 4913, ''34'': 5085, ''35'': 5251, ''36'': 5402, ''37'': 5567, ''38'': 5746, ''39'': 5959, ''40'': 6176, ''41'': 6387, ''42'': 6592, ''43'': 6805, ''44'': 7028, ''45'': 7254, ''46'': 7508, ''47'': 7808, ''48'': 8110, ''49'': 8404, ''50'': 8687}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=V1ZyRkU0SjBtbG1rUjVLZSs5OE42QT09,2025-09-14 22:30:39.68545+00
아세아텍,6796,3586,7444,2.18,"매우
높음",6406,3328,7098,6651,3604,7311,6796,3586,7444,4664,4875,5047,4135,2.63,3968,4029,4135,2912933,3941,3723,4159,4142,3988,4297,4315,4134,4497,4733,4466,5001,5468,5026,5909,6288,5900,6676,7188,6730,7645,8276,7707,8846,"{''20'': 3414, ''21'': 3414, ''22'': 3736, ''23'': 3736, ''24'': 3830, ''25'': 3995, ''26'': 4061, ''27'': 4213, ''28'': 4379, ''29'': 4543, ''30'': 4711, ''31'': 4889, ''32'': 5055, ''33'': 5215, ''34'': 5367, ''35'': 5535, ''36'': 5709, ''37'': 5908, ''38'': 6113, ''39'': 6311, ''40'': 6486, ''41'': 6640, ''42'': 6803, ''43'': 6983, ''44'': 7211, ''45'': 7473, ''46'': 7717, ''47'': 7932, ''48'': 8117, ''49'': 8280, ''50'': 8443}","{''20'': 3757, ''21'': 3757, ''22'': 3757, ''23'': 3931, ''24'': 3987, ''25'': 4055, ''26'': 4209, ''27'': 4276, ''28'': 4436, ''29'': 4609, ''30'': 4782, ''31'': 4963, ''32'': 5158, ''33'': 5337, ''34'': 5506, ''35'': 5665, ''36'': 5837, ''37'': 6015, ''38'': 6220, ''39'': 6436, ''40'': 6645, ''41'': 6834, ''42'': 7009, ''43'': 7191, ''44'': 7377, ''45'': 7610, ''46'': 7885, ''47'': 8132, ''48'': 8349, ''49'': 8537, ''50'': 8705}","{''20'': 3759, ''21'': 3759, ''22'': 3986, ''23'': 4070, ''24'': 4132, ''25'': 4232, ''26'': 4294, ''27'': 4435, ''28'': 4485, ''29'': 4639, ''30'': 4815, ''31'': 4996, ''32'': 5185, ''33'': 5389, ''34'': 5576, ''35'': 5750, ''36'': 5912, ''37'': 6088, ''38'': 6268, ''39'': 6477, ''40'': 6697, ''41'': 6910, ''42'': 7103, ''43'': 7284, ''44'': 7471, ''45'': 7663, ''46'': 7903, ''47'': 8184, ''48'': 8433, ''49'': 8649, ''50'': 8829}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=SmppODhwekVxWjhoSDZEc2hzY05vdz09,2025-09-14 22:31:34.728537+00
(주)쏠리드윈텍,6822,3588,7671,8.11,보통,5801,3264,6733,6310,3336,7106,6822,3588,7671,4893,5140,5292,4056,2.92,3770,3941,4056,2861770,3815,3627,4003,3992,3825,4158,4195,3960,4430,4698,4425,4971,5375,4969,5781,6215,5800,6630,7217,6664,7771,8349,7784,8913,"{''20'': 3348, ''21'': 3348, ''22'': 3519, ''23'': 3570, ''24'': 3639, ''25'': 3781, ''26'': 3859, ''27'': 4008, ''28'': 4153, ''29'': 4286, ''30'': 4411, ''31'': 4549, ''32'': 4686, ''33'': 4829, ''34'': 4982, ''35'': 5159, ''36'': 5345, ''37'': 5544, ''38'': 5742, ''39'': 5943, ''40'': 6155, ''41'': 6378, ''42'': 6591, ''43'': 6760, ''44'': 6936, ''45'': 7156, ''46'': 7374, ''47'': 7576, ''48'': 7770, ''49'': 7959, ''50'': 8125}","{''20'': 3574, ''21'': 3574, ''22'': 3574, ''23'': 3718, ''24'': 3849, ''25'': 3952, ''26'': 4104, ''27'': 4174, ''28'': 4318, ''29'': 4461, ''30'': 4598, ''31'': 4734, ''32'': 4890, ''33'': 5047, ''34'': 5209, ''35'': 5377, ''36'': 5564, ''37'': 5756, ''38'': 5963, ''39'': 6172, ''40'': 6387, ''41'': 6610, ''42'': 6841, ''43'': 7058, ''44'': 7232, ''45'': 7416, ''46'': 7648, ''47'': 7889, ''48'': 8113, ''49'': 8312, ''50'': 8495}","{''20'': 3669, ''21'': 3669, ''22'': 3802, ''23'': 3953, ''24'': 3984, ''25'': 4064, ''26'': 4159, ''27'': 4336, ''28'': 4435, ''29'': 4613, ''30'': 4790, ''31'': 4957, ''32'': 5115, ''33'': 5289, ''34'': 5458, ''35'': 5630, ''36'': 5804, ''37'': 6001, ''38'': 6208, ''39'': 6425, ''40'': 6639, ''41'': 6861, ''42'': 7098, ''43'': 7349, ''44'': 7586, ''45'': 7773, ''46'': 7973, ''47'': 8226, ''48'': 8479, ''49'': 8713, ''50'': 8930}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=ckQ0YTgwT2FJZlIxYitELzJpa0ZOZz09,2025-09-14 22:32:29.170887+00
(주)오버컴테크,4975,3022,6656,-2.45,낮음,4950,2937,6374,5100,2972,6591,4975,3022,6656,4664,4875,5047,3518,-1.84,3542,3584,3518,2520066,3243,3076,3410,3416,3249,3583,3624,3379,3868,4114,3867,4361,4705,4372,5037,5290,5016,5563,6058,5594,6523,7116,6600,7631,"{''20'': 3013, ''21'': 3013, ''22'': 3253, ''23'': 3253, ''24'': 3346, ''25'': 3499, ''26'': 3591, ''27'': 3752, ''28'': 3900, ''29'': 4042, ''30'': 4192, ''31'': 4345, ''32'': 4483, ''33'': 4614, ''34'': 4727, ''35'': 4839, ''36'': 4953, ''37'': 5093, ''38'': 5249, ''39'': 5414, ''40'': 5576, ''41'': 5756, ''42'': 5947, ''43'': 6143, ''44'': 6356, ''45'': 6605, ''46'': 6831, ''47'': 7018, ''48'': 7178, ''49'': 7361, ''50'': 7576}","{''20'': 3178, ''21'': 3178, ''22'': 3178, ''23'': 3307, ''24'': 3426, ''25'': 3531, ''26'': 3692, ''27'': 3785, ''28'': 3951, ''29'': 4103, ''30'': 4248, ''31'': 4401, ''32'': 4557, ''33'': 4691, ''34'': 4820, ''35'': 4931, ''36'': 5045, ''37'': 5162, ''38'': 5313, ''39'': 5482, ''40'': 5660, ''41'': 5836, ''42'': 6028, ''43'': 6225, ''44'': 6423, ''45'': 6644, ''46'': 6912, ''47'': 7154, ''48'': 7347, ''49'': 7509, ''50'': 7690}","{''20'': 3111, ''21'': 3111, ''22'': 3244, ''23'': 3356, ''24'': 3396, ''25'': 3490, ''26'': 3595, ''27'': 3769, ''28'': 3871, ''29'': 4043, ''30'': 4198, ''31'': 4345, ''32'': 4495, ''33'': 4649, ''34'': 4788, ''35'': 4920, ''36'': 5033, ''37'': 5147, ''38'': 5266, ''39'': 5417, ''40'': 5587, ''41'': 5768, ''42'': 5947, ''43'': 6143, ''44'': 6349, ''45'': 6558, ''46'': 6778, ''47'': 7033, ''48'': 7262, ''49'': 7450, ''50'': 7615}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=REdDY3hLM1dkUE9lRlJGUFpJWmoxZz09,2025-09-14 22:33:49.671959+00
(주)라닉스,6882,3720,8181,6.22,보통,6019,3496,7626,6479,3548,7879,6882,3720,8181,4664,4875,5047,4246,4.58,3994,4060,4246,2985403,4036,3821,4251,4243,4066,4419,4436,4231,4640,4862,4624,5099,5492,5107,5877,6237,5858,6616,7281,6655,7906,8687,7973,9401,"{''20'': 3586, ''21'': 3586, ''22'': 3791, ''23'': 3833, ''24'': 3906, ''25'': 4037, ''26'': 4091, ''27'': 4233, ''28'': 4368, ''29'': 4488, ''30'': 4620, ''31'': 4766, ''32'': 4904, ''33'': 5040, ''34'': 5172, ''35'': 5326, ''36'': 5496, ''37'': 5696, ''38'': 5909, ''39'': 6127, ''40'': 6349, ''41'': 6581, ''42'': 6830, ''43'': 7072, ''44'': 7319, ''45'': 7611, ''46'': 7890, ''47'': 8150, ''48'': 8382, ''49'': 8635, ''50'': 8903}","{''20'': 3754, ''21'': 3754, ''22'': 3754, ''23'': 3916, ''24'': 4016, ''25'': 4100, ''26'': 4245, ''27'': 4306, ''28'': 4457, ''29'': 4603, ''30'': 4736, ''31'': 4879, ''32'': 5038, ''33'': 5188, ''34'': 5335, ''35'': 5471, ''36'': 5626, ''37'': 5792, ''38'': 5987, ''39'': 6201, ''40'': 6430, ''41'': 6669, ''42'': 6913, ''43'': 7162, ''44'': 7405, ''45'': 7665, ''46'': 7974, ''47'': 8271, ''48'': 8547, ''49'': 8799, ''50'': 9073}","{''20'': 3861, ''21'': 3861, ''22'': 4057, ''23'': 4173, ''24'': 4229, ''25'': 4337, ''26'': 4419, ''27'': 4566, ''28'': 4629, ''29'': 4792, ''30'': 4944, ''31'': 5084, ''32'': 5244, ''33'': 5421, ''34'': 5586, ''35'': 5741, ''36'': 5879, ''37'': 6036, ''38'': 6212, ''39'': 6420, ''40'': 6642, ''41'': 6882, ''42'': 7137, ''43'': 7405, ''44'': 7680, ''45'': 7940, ''46'': 8218, ''47'': 8549, ''48'': 8863, ''49'': 9149, ''50'': 9407}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=b050bEFna1NhZFkyNnhHQTRlUDg4Zz09,2025-09-14 22:35:23.282836+00
