company_name,salary_avg,salary_min,salary_max,salary_yoy_change,salary_info_reliability,salary_2022_avg,salary_2022_min,salary_2022_max,salary_2023_avg,salary_2023_min,salary_2023_max,salary_2024_avg,salary_2024_min,salary_2024_max,salary_2022_avg_industry,salary_2023_avg_industry,salary_2024_avg_industry,starting_salary_bachelors_avg,starting_salary_bachelors_yoy_change,starting_salary_bachelors_2022_avg,starting_salary_bachelors_2023_avg,starting_salary_bachelors_2024_avg,starting_salary_bachelors_estimated_monthly_takehome,salary_staff_high_school_avg,salary_staff_high_school_min,salary_staff_high_school_max,salary_staff_associates_avg,salary_staff_associates_min,salary_staff_associates_max,salary_staff_bachelors_avg,salary_staff_bachelors_min,salary_staff_bachelors_max,salary_junior_mgr_avg,salary_junior_mgr_min,salary_junior_mgr_max,salary_deputy_mgr_avg,salary_deputy_mgr_min,salary_deputy_mgr_max,salary_section_chief_avg,salary_section_chief_min,salary_section_chief_max,salary_deputy_section_chief_avg,salary_deputy_section_chief_min,salary_deputy_section_chief_max,salary_department_head_avg,salary_department_head_min,salary_department_head_max,salary_by_age_2022_json,salary_by_age_2023_json,salary_by_age_2024_json,company_salary_url_saramin,saramin_company_salary_collection_time
(주)비글즈,5725,3153,8007,17.2,낮음,5007,2876,6852,4885,2884,6984,5725,3153,8007,4893,5140,5292,3947,4.64,3840,3772,3947,2793656,3472,3276,3669,3687,3486,3889,3987,3601,4372,4747,4396,5098,5643,5114,6172,6564,6149,6979,7655,7021,8288,8815,8320,9310,"{''20'': 2950, ''21'': 2950, ''22'': 3308, ''23'': 3308, ''24'': 3407, ''25'': 3660, ''26'': 3850, ''27'': 4070, ''28'': 4253, ''29'': 4437, ''30'': 4637, ''31'': 4854, ''32'': 5061, ''33'': 5228, ''34'': 5357, ''35'': 5520, ''36'': 5712, ''37'': 5912, ''38'': 6120, ''39'': 6345, ''40'': 6596, ''41'': 6855, ''42'': 7099, ''43'': 7298, ''44'': 7484, ''45'': 7710, ''46'': 7920, ''47'': 8094, ''48'': 8229, ''49'': 8336, ''50'': 8410}","{''20'': 3085, ''21'': 3085, ''22'': 3085, ''23'': 3211, ''24'': 3340, ''25'': 3495, ''26'': 3754, ''27'': 3947, ''28'': 4169, ''29'': 4354, ''30'': 4544, ''31'': 4747, ''32'': 4970, ''33'': 5186, ''34'': 5357, ''35'': 5488, ''36'': 5651, ''37'': 5842, ''38'': 6039, ''39'': 6244, ''40'': 6467, ''41'': 6715, ''42'': 6977, ''43'': 7228, ''44'': 7439, ''45'': 7624, ''46'': 7839, ''47'': 8044, ''48'': 8221, ''49'': 8366, ''50'': 8486}","{''20'': 3309, ''21'': 3309, ''22'': 3514, ''23'': 3584, ''24'': 3648, ''25'': 3773, ''26'': 3920, ''27'': 4194, ''28'': 4401, ''29'': 4650, ''30'': 4863, ''31'': 5076, ''32'': 5300, ''33'': 5546, ''34'': 5787, ''35'': 5992, ''36'': 6159, ''37'': 6346, ''38'': 6554, ''39'': 6769, ''40'': 6994, ''41'': 7243, ''42'': 7523, ''43'': 7805, ''44'': 8072, ''45'': 8293, ''46'': 8493, ''47'': 8723, ''48'': 8938, ''49'': 9135, ''50'': 9312}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=VjE5d2Z6RC9zdDBkMTc2LzVOeldjZz09,2025-09-14 19:22:49.49362+00
(주)애드크림,4010,2637,5508,1.98,낮음,4085,2653,5650,3932,2659,5667,4010,2637,5508,4893,5140,5292,3230,0.16,3304,3225,3230,2336136,2925,2754,3097,3111,2943,3279,3319,3075,3562,3802,3552,4052,4431,4064,4797,5075,4793,5357,5732,5403,6061,6332,6078,6585,"{''20'': 2722, ''21'': 2722, ''22'': 3003, ''23'': 3003, ''24'': 3080, ''25'': 3243, ''26'': 3341, ''27'': 3498, ''28'': 3646, ''29'': 3791, ''30'': 3944, ''31'': 4093, ''32'': 4240, ''33'': 4389, ''34'': 4525, ''35'': 4655, ''36'': 4785, ''37'': 4939, ''38'': 5101, ''39'': 5256, ''40'': 5393, ''41'': 5521, ''42'': 5659, ''43'': 5783, ''44'': 5894, ''45'': 6017, ''46'': 6134, ''47'': 6258, ''48'': 6386, ''49'': 6513, ''50'': 6628}","{''20'': 2825, ''21'': 2825, ''22'': 2825, ''23'': 2944, ''24'': 3039, ''25'': 3135, ''26'': 3295, ''27'': 3398, ''28'': 3563, ''29'': 3717, ''30'': 3869, ''31'': 4027, ''32'': 4179, ''33'': 4329, ''34'': 4476, ''35'': 4611, ''36'': 4741, ''37'': 4871, ''38'': 5031, ''39'': 5201, ''40'': 5356, ''41'': 5482, ''42'': 5599, ''43'': 5729, ''44'': 5843, ''45'': 5937, ''46'': 6044, ''47'': 6151, ''48'': 6269, ''49'': 6396, ''50'': 6541}","{''20'': 2782, ''21'': 2782, ''22'': 2969, ''23'': 3016, ''24'': 3080, ''25'': 3196, ''26'': 3297, ''27'': 3462, ''28'': 3560, ''29'': 3726, ''30'': 3883, ''31'': 4040, ''32'': 4202, ''33'': 4361, ''34'': 4515, ''35'': 4667, ''36'': 4803, ''37'': 4931, ''38'': 5058, ''39'': 5210, ''40'': 5375, ''41'': 5534, ''42'': 5673, ''43'': 5802, ''44'': 5943, ''45'': 6066, ''46'': 6170, ''47'': 6284, ''48'': 6387, ''49'': 6492, ''50'': 6593}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=YzJYYzdUTUE1ZUYrbUx6bzIxcmM5dz09,2025-09-14 19:23:52.452696+00
로지소프트,8051,3778,9151,4.23,보통,6836,3525,7899,7724,3701,8652,8051,3778,9151,4893,5140,5292,4579,2.58,4163,4464,4579,3198143,4224,3970,4479,4483,4268,4698,4732,4457,5008,5148,5007,5289,5633,5260,6005,6383,5988,6777,7674,6842,8507,9560,8559,10562,"{''20'': 3616, ''21'': 3616, ''22'': 3798, ''23'': 3855, ''24'': 3930, ''25'': 4097, ''26'': 4214, ''27'': 4408, ''28'': 4578, ''29'': 4714, ''30'': 4816, ''31'': 4881, ''32'': 4940, ''33'': 5031, ''34'': 5145, ''35'': 5281, ''36'': 5428, ''37'': 5611, ''38'': 5837, ''39'': 6110, ''40'': 6399, ''41'': 6673, ''42'': 6983, ''43'': 7305, ''44'': 7624, ''45'': 7934, ''46'': 8285, ''47'': 8660, ''48'': 8985, ''49'': 9236, ''50'': 9457}","{''20'': 4010, ''21'': 4010, ''22'': 4010, ''23'': 4163, ''24'': 4346, ''25'': 4476, ''26'': 4643, ''27'': 4713, ''28'': 4839, ''29'': 4916, ''30'': 4987, ''31'': 5097, ''32'': 5252, ''33'': 5409, ''34'': 5573, ''35'': 5728, ''36'': 5891, ''37'': 6056, ''38'': 6259, ''39'': 6510, ''40'': 6815, ''41'': 7136, ''42'': 7442, ''43'': 7779, ''44'': 8126, ''45'': 8476, ''46'': 8816, ''47'': 9218, ''48'': 9662, ''49'': 10044, ''50'': 10299}","{''20'': 4010, ''21'': 4010, ''22'': 4301, ''23'': 4352, ''24'': 4451, ''25'': 4605, ''26'': 4710, ''27'': 4903, ''28'': 4995, ''29'': 5130, ''30'': 5201, ''31'': 5267, ''32'': 5378, ''33'': 5542, ''34'': 5711, ''35'': 5877, ''36'': 6023, ''37'': 6176, ''38'': 6340, ''39'': 6555, ''40'': 6822, ''41'': 7145, ''42'': 7493, ''43'': 7832, ''44'': 8196, ''45'': 8561, ''46'': 8925, ''47'': 9299, ''48'': 9737, ''49'': 10213, ''50'': 10630}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=OG1sTm1IRXF2eU1obEk5ckZPcXdRZz09,2025-09-14 19:24:47.051444+00
(주)시스콘로보틱스,6565,3343,7444,9.93,낮음,5741,3108,6728,5972,3165,6976,6565,3343,7444,4664,4875,5047,4014,5,3733,3823,4014,2835730,3688,3477,3899,3911,3713,4108,4137,3884,4389,4573,4363,4782,5159,4789,5529,5888,5516,6260,6845,6332,7358,7953,7347,8559,"{''20'': 3188, ''21'': 3188, ''22'': 3480, ''23'': 3480, ''24'': 3572, ''25'': 3737, ''26'': 3817, ''27'': 3961, ''28'': 4089, ''29'': 4209, ''30'': 4338, ''31'': 4485, ''32'': 4629, ''33'': 4772, ''34'': 4905, ''35'': 5054, ''36'': 5214, ''37'': 5406, ''38'': 5614, ''39'': 5828, ''40'': 6042, ''41'': 6243, ''42'': 6426, ''43'': 6586, ''44'': 6765, ''45'': 6996, ''46'': 7234, ''47'': 7452, ''48'': 7639, ''49'': 7825, ''50'': 8016}","{''20'': 3398, ''21'': 3398, ''22'': 3398, ''23'': 3534, ''24'': 3677, ''25'': 3801, ''26'': 3970, ''27'': 4040, ''28'': 4177, ''29'': 4300, ''30'': 4425, ''31'': 4561, ''32'': 4715, ''33'': 4862, ''34'': 5002, ''35'': 5130, ''36'': 5275, ''37'': 5433, ''38'': 5631, ''39'': 5846, ''40'': 6065, ''41'': 6285, ''42'': 6499, ''43'': 6696, ''44'': 6868, ''45'': 7058, ''46'': 7309, ''47'': 7565, ''48'': 7803, ''49'': 8022, ''50'': 8236}","{''20'': 3513, ''21'': 3513, ''22'': 3734, ''23'': 3805, ''24'': 3879, ''25'': 4013, ''26'': 4124, ''27'': 4300, ''28'': 4370, ''29'': 4510, ''30'': 4638, ''31'': 4774, ''32'': 4920, ''33'': 5084, ''34'': 5243, ''35'': 5398, ''36'': 5538, ''37'': 5693, ''38'': 5860, ''39'': 6064, ''40'': 6288, ''41'': 6522, ''42'': 6757, ''43'': 6978, ''44'': 7177, ''45'': 7351, ''46'': 7547, ''47'': 7808, ''48'': 8081, ''49'': 8342, ''50'': 8592}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=aVllSWdManl0aFJlQTdsanNxbkRCUT09,2025-09-14 19:25:42.164929+00
(주)비욘드메디슨,5818,3242,7332,12.1,낮음,5136,2989,6686,5190,2991,6801,5818,3242,7332,4743,4938,5107,3795,5.56,3583,3595,3795,2695890,3508,3322,3695,3704,3520,3888,3925,3671,4179,4439,4167,4712,5178,4722,5634,6066,5634,6499,7064,6555,7573,8156,7604,8707,"{''20'': 3066, ''21'': 3066, ''22'': 3327, ''23'': 3327, ''24'': 3414, ''25'': 3562, ''26'': 3641, ''27'': 3798, ''28'': 3939, ''29'': 4080, ''30'': 4242, ''31'': 4416, ''32'': 4579, ''33'': 4741, ''34'': 4908, ''35'': 5088, ''36'': 5283, ''37'': 5501, ''38'': 5713, ''39'': 5914, ''40'': 6125, ''41'': 6320, ''42'': 6489, ''43'': 6640, ''44'': 6836, ''45'': 7093, ''46'': 7344, ''47'': 7528, ''48'': 7653, ''49'': 7763, ''50'': 7910}","{''20'': 3204, ''21'': 3204, ''22'': 3204, ''23'': 3334, ''24'': 3459, ''25'': 3563, ''26'': 3716, ''27'': 3795, ''28'': 3955, ''29'': 4101, ''30'': 4248, ''31'': 4418, ''32'': 4598, ''33'': 4767, ''34'': 4933, ''35'': 5102, ''36'': 5283, ''37'': 5479, ''38'': 5699, ''39'': 5912, ''40'': 6117, ''41'': 6332, ''42'': 6532, ''43'': 6705, ''44'': 6859, ''45'': 7057, ''46'': 7314, ''47'': 7563, ''48'': 7743, ''49'': 7867, ''50'': 7983}","{''20'': 3358, ''21'': 3358, ''22'': 3522, ''23'': 3627, ''24'': 3679, ''25'': 3792, ''26'': 3902, ''27'': 4079, ''28'': 4174, ''29'': 4359, ''30'': 4528, ''31'': 4698, ''32'': 4886, ''33'': 5092, ''34'': 5282, ''35'': 5465, ''36'': 5647, ''37'': 5840, ''38'': 6047, ''39'': 6284, ''40'': 6516, ''41'': 6739, ''42'': 6975, ''43'': 7195, ''44'': 7392, ''45'': 7568, ''46'': 7785, ''47'': 8056, ''48'': 8321, ''49'': 8527, ''50'': 8679}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=R0wxanQ4Qnl5YUJVTVc1TjJSZkZmUT09,2025-09-14 19:26:45.888523+00
넥서스커뮤니티,7754,3864,8656,5.04,보통,6639,3519,7887,7382,3643,8378,7754,3864,8656,4893,5140,5292,4278,4.85,3823,4080,4278,3003900,4145,3933,4357,4341,4169,4512,4498,4351,4646,4845,4589,5100,5664,5121,6206,6683,6216,7150,7808,7211,8405,9154,8428,9879,"{''20'': 3610, ''21'': 3610, ''22'': 3712, ''23'': 3815, ''24'': 3841, ''25'': 3936, ''26'': 3961, ''27'': 4070, ''28'': 4193, ''29'': 4334, ''30'': 4498, ''31'': 4686, ''32'': 4882, ''33'': 5082, ''34'': 5265, ''35'': 5451, ''36'': 5639, ''37'': 5856, ''38'': 6085, ''39'': 6316, ''40'': 6547, ''41'': 6777, ''42'': 7001, ''43'': 7208, ''44'': 7439, ''45'': 7727, ''46'': 8006, ''47'': 8283, ''48'': 8543, ''49'': 8811, ''50'': 9101}","{''20'': 3886, ''21'': 3886, ''22'': 3886, ''23'': 4047, ''24'': 4167, ''25'': 4236, ''26'': 4332, ''27'': 4342, ''28'': 4452, ''29'': 4588, ''30'': 4743, ''31'': 4930, ''32'': 5140, ''33'': 5358, ''34'': 5582, ''35'': 5783, ''36'': 5985, ''37'': 6191, ''38'': 6427, ''39'': 6674, ''40'': 6913, ''41'': 7145, ''42'': 7377, ''43'': 7616, ''44'': 7845, ''45'': 8102, ''46'': 8415, ''47'': 8722, ''48'': 9022, ''49'': 9292, ''50'': 9571}","{''20'': 3977, ''21'': 3977, ''22'': 4145, ''23'': 4290, ''24'': 4338, ''25'': 4433, ''26'': 4500, ''27'': 4606, ''28'': 4617, ''29'': 4747, ''30'': 4913, ''31'': 5103, ''32'': 5315, ''33'': 5547, ''34'': 5779, ''35'': 6013, ''36'': 6227, ''37'': 6444, ''38'': 6662, ''39'': 6911, ''40'': 7172, ''41'': 7436, ''42'': 7693, ''43'': 7942, ''44'': 8188, ''45'': 8419, ''46'': 8679, ''47'': 8990, ''48'': 9301, ''49'': 9618, ''50'': 9917}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=NUdnUWg2ODR3cEcrODQ5YjFzUFZEUT09,2025-09-14 19:27:43.749691+00
(주)제네시스네스트,4862,2990,6704,-4.06,"매우
낮음",6864,3557,8019,5068,3029,6876,4862,2990,6704,4893,5140,5292,3476,-1.78,4163,3539,3476,2494026,3251,3075,3426,3426,3271,3580,3604,3406,3802,4014,3785,4243,4671,4253,5089,5445,5095,5795,6299,5835,6763,7296,6789,7803,"{''20'': 3649, ''21'': 3649, ''22'': 3821, ''23'': 3885, ''24'': 3954, ''25'': 4113, ''26'': 4221, ''27'': 4412, ''28'': 4595, ''29'': 4780, ''30'': 4980, ''31'': 5190, ''32'': 5399, ''33'': 5610, ''34'': 5804, ''35'': 6004, ''36'': 6208, ''37'': 6430, ''38'': 6654, ''39'': 6886, ''40'': 7126, ''41'': 7364, ''42'': 7592, ''43'': 7794, ''44'': 8023, ''45'': 8311, ''46'': 8596, ''47'': 8866, ''48'': 9097, ''49'': 9320, ''50'': 9548}","{''20'': 3227, ''21'': 3227, ''22'': 3227, ''23'': 3361, ''24'': 3464, ''25'': 3545, ''26'': 3678, ''27'': 3745, ''28'': 3883, ''29'': 4021, ''30'': 4169, ''31'': 4334, ''32'': 4510, ''33'': 4682, ''34'': 4855, ''35'': 5016, ''36'': 5180, ''37'': 5346, ''38'': 5536, ''39'': 5730, ''40'': 5932, ''41'': 6134, ''42'': 6336, ''43'': 6524, ''44'': 6691, ''45'': 6881, ''46'': 7127, ''47'': 7368, ''48'': 7592, ''49'': 7787, ''50'': 7983}","{''20'': 3108, ''21'': 3108, ''22'': 3270, ''23'': 3359, ''24'': 3410, ''25'': 3505, ''26'': 3586, ''27'': 3725, ''28'': 3797, ''29'': 3940, ''30'': 4084, ''31'': 4237, ''32'': 4404, ''33'': 4583, ''34'': 4762, ''35'': 4941, ''36'': 5102, ''37'': 5267, ''38'': 5432, ''39'': 5618, ''40'': 5810, ''41'': 6008, ''42'': 6204, ''43'': 6405, ''44'': 6598, ''45'': 6773, ''46'': 6960, ''47'': 7191, ''48'': 7417, ''49'': 7629, ''50'': 7809}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=NGxDVDRrTjB0WmtENWJMTTR4ZGpoUT09,2025-09-14 19:29:31.851183+00
(주)텐핑거스,4080,2796,6037,-1.81,보통,3915,2765,6016,4155,2771,6187,4080,2796,6037,4893,5140,5292,3194,0.25,3122,3202,3194,2312936,3021,2862,3179,3173,3040,3307,3323,3162,3485,3654,3472,3836,4160,3835,4485,4798,4489,5106,5638,5142,6133,6590,6141,7039,"{''20'': 2836, ''21'': 2836, ''22'': 2944, ''23'': 3008, ''24'': 3046, ''25'': 3147, ''26'': 3201, ''27'': 3315, ''28'': 3425, ''29'': 3529, ''30'': 3643, ''31'': 3766, ''32'': 3891, ''33'': 4022, ''34'': 4147, ''35'': 4277, ''36'': 4412, ''37'': 4574, ''38'': 4744, ''39'': 4922, ''40'': 5110, ''41'': 5322, ''42'': 5524, ''43'': 5675, ''44'': 5816, ''45'': 5992, ''46'': 6179, ''47'': 6370, ''48'': 6544, ''49'': 6716, ''50'': 6914}","{''20'': 2953, ''21'': 2953, ''22'': 2953, ''23'': 3076, ''24'': 3169, ''25'': 3236, ''26'': 3345, ''27'': 3390, ''28'': 3502, ''29'': 3609, ''30'': 3717, ''31'': 3834, ''32'': 3966, ''33'': 4101, ''34'': 4240, ''35'': 4372, ''36'': 4507, ''37'': 4644, ''38'': 4807, ''39'': 4980, ''40'': 5167, ''41'': 5371, ''42'': 5597, ''43'': 5812, ''44'': 5975, ''45'': 6134, ''46'': 6327, ''47'': 6529, ''48'': 6733, ''49'': 6923, ''50'': 7115}","{''20'': 2893, ''21'': 2893, ''22'': 3031, ''23'': 3124, ''24'': 3165, ''25'': 3242, ''26'': 3307, ''27'': 3426, ''28'': 3479, ''29'': 3598, ''30'': 3713, ''31'': 3828, ''32'': 3951, ''33'': 4087, ''34'': 4226, ''35'': 4368, ''36'': 4501, ''37'': 4639, ''38'': 4779, ''39'': 4946, ''40'': 5125, ''41'': 5317, ''42'': 5525, ''43'': 5754, ''44'': 5971, ''45'': 6136, ''46'': 6294, ''47'': 6488, ''48'': 6685, ''49'': 6883, ''50'': 7057}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=S0V3aENHYjFLcDIyK1VoSDdSbG1hUT09,2025-09-14 19:30:28.136532+00
이파피루스,7238,3466,8375,9.43,높음,5721,3213,7319,6614,3386,8158,7238,3466,8375,4893,5140,5292,4098,4.78,3639,3911,4098,2890660,3821,3603,4039,4041,3854,4229,4253,4022,4484,4740,4461,5019,5488,5024,5953,6451,5963,6940,7628,6969,8287,9000,8347,9652,"{''20'': 3296, ''21'': 3296, ''22'': 3426, ''23'': 3498, ''24'': 3544, ''25'': 3662, ''26'': 3724, ''27'': 3866, ''28'': 4017, ''29'': 4167, ''30'': 4316, ''31'': 4474, ''32'': 4635, ''33'': 4801, ''34'': 4968, ''35'': 5156, ''36'': 5364, ''37'': 5596, ''38'': 5817, ''39'': 6036, ''40'': 6269, ''41'': 6522, ''42'': 6774, ''43'': 6992, ''44'': 7204, ''45'': 7445, ''46'': 7670, ''47'': 7893, ''48'': 8104, ''49'': 8338, ''50'': 8589}","{''20'': 3597, ''21'': 3597, ''22'': 3597, ''23'': 3749, ''24'': 3855, ''25'': 3937, ''26'': 4077, ''27'': 4143, ''28'': 4292, ''29'': 4447, ''30'': 4609, ''31'': 4771, ''32'': 4945, ''33'': 5119, ''34'': 5300, ''35'': 5480, ''36'': 5683, ''37'': 5905, ''38'': 6152, ''39'': 6394, ''40'': 6635, ''41'': 6891, ''42'': 7179, ''43'': 7466, ''44'': 7708, ''45'': 7941, ''46'': 8215, ''47'': 8471, ''48'': 8729, ''49'': 8991, ''50'': 9287}","{''20'': 3640, ''21'': 3640, ''22'': 3867, ''23'': 3942, ''24'': 4018, ''25'': 4145, ''26'': 4237, ''27'': 4394, ''28'': 4475, ''29'': 4650, ''30'': 4829, ''31'': 5009, ''32'': 5194, ''33'': 5388, ''34'': 5582, ''35'': 5782, ''36'': 5978, ''37'': 6194, ''38'': 6430, ''39'': 6698, ''40'': 6959, ''41'': 7209, ''42'': 7467, ''43'': 7757, ''44'': 8058, ''45'': 8320, ''46'': 8574, ''47'': 8871, ''48'': 9149, ''49'': 9419, ''50'': 9668}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=VGNZNXR5ZSsyR1NJZ2IrekNUVXludz09,2025-09-14 19:31:33.390775+00
디플래닉스(주),9149,4634,11436,8.57,"매우
낮음",8033,3776,9434,8427,4204,10052,9149,4634,11436,4893,5140,5292,5240,7.25,4796,4886,5240,3613576,4910,4675,5145,5116,4926,5306,5395,5038,5753,6334,5761,6907,7521,6988,8054,8759,8008,9510,10319,9644,10993,11715,10840,12589,"{''20'': 3874, ''21'': 3874, ''22'': 4192, ''23'': 4192, ''24'': 4338, ''25'': 4598, ''26'': 4798, ''27'': 5078, ''28'': 5384, ''29'': 5698, ''30'': 5982, ''31'': 6192, ''32'': 6326, ''33'': 6473, ''34'': 6656, ''35'': 6919, ''36'': 7258, ''37'': 7651, ''38'': 8002, ''39'': 8327, ''40'': 8620, ''41'': 8849, ''42'': 9044, ''43'': 9167, ''44'': 9325, ''45'': 9601, ''46'': 9937, ''47'': 10303, ''48'': 10640, ''49'': 10998, ''50'': 11324}","{''20'': 4382, ''21'': 4382, ''22'': 4382, ''23'': 4584, ''24'': 4651, ''25'': 4750, ''26'': 4991, ''27'': 5177, ''28'': 5478, ''29'': 5820, ''30'': 6170, ''31'': 6485, ''32'': 6715, ''33'': 6862, ''34'': 7029, ''35'': 7233, ''36'': 7517, ''37'': 7869, ''38'': 8271, ''39'': 8628, ''40'': 8960, ''41'': 9261, ''42'': 9499, ''43'': 9700, ''44'': 9819, ''45'': 9971, ''46'': 10245, ''47'': 10583, ''48'': 10946, ''49'': 11281, ''50'': 11660}","{''20'': 4729, ''21'': 4729, ''22'': 4888, ''23'': 5093, ''24'': 5114, ''25'': 5187, ''26'': 5301, ''27'': 5580, ''28'': 5796, ''29'': 6137, ''30'': 6516, ''31'': 6890, ''32'': 7231, ''33'': 7484, ''34'': 7649, ''35'': 7828, ''36'': 8047, ''37'': 8347, ''38'': 8716, ''39'': 9146, ''40'': 9540, ''41'': 9909, ''42'': 10248, ''43'': 10524, ''44'': 10767, ''45'': 10927, ''46'': 11122, ''47'': 11444, ''48'': 11829, ''49'': 12262, ''50'': 12706}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=bFZhQ2MyaC8rREpRMENqYk5ZcTJnUT09,2025-09-14 19:32:28.266855+00
(주)에스피코리아,2920,2213,5237,-10.7,"매우
낮음",3072,2254,5092,3270,2319,5071,2920,2213,5237,4417,4595,4740,2746,-3.45,2779,2844,2746,2021053,2471,2322,2619,2633,2486,2779,2813,2601,3024,3183,3018,3348,3659,3348,3969,4276,3976,4575,4957,4596,5318,5725,5336,6114,"{''20'': 2312, ''21'': 2312, ''22'': 2589, ''23'': 2589, ''24'': 2647, ''25'': 2786, ''26'': 2849, ''27'': 2952, ''28'': 3044, ''29'': 3143, ''30'': 3259, ''31'': 3379, ''32'': 3495, ''33'': 3623, ''34'': 3751, ''35'': 3884, ''36'': 4014, ''37'': 4173, ''38'': 4329, ''39'': 4471, ''40'': 4610, ''41'': 4757, ''42'': 4912, ''43'': 5046, ''44'': 5174, ''45'': 5309, ''46'': 5458, ''47'': 5635, ''48'': 5814, ''49'': 5959, ''50'': 6062}","{''20'': 2494, ''21'': 2494, ''22'': 2494, ''23'': 2593, ''24'': 2703, ''25'': 2802, ''26'': 2937, ''27'': 3000, ''28'': 3111, ''29'': 3206, ''30'': 3305, ''31'': 3417, ''32'': 3538, ''33'': 3657, ''34'': 3784, ''35'': 3911, ''36'': 4043, ''37'': 4170, ''38'': 4322, ''39'': 4473, ''40'': 4615, ''41'': 4755, ''42'': 4905, ''43'': 5064, ''44'': 5203, ''45'': 5340, ''46'': 5486, ''47'': 5642, ''48'': 5826, ''49'': 6006, ''50'': 6146}","{''20'': 2346, ''21'': 2346, ''22'': 2514, ''23'': 2545, ''24'': 2604, ''25'': 2707, ''26'': 2795, ''27'': 2940, ''28'': 3019, ''29'': 3140, ''30'': 3237, ''31'': 3338, ''32'': 3460, ''33'': 3595, ''34'': 3722, ''35'': 3855, ''36'': 3985, ''37'': 4121, ''38'': 4261, ''39'': 4427, ''40'': 4587, ''41'': 4731, ''42'': 4872, ''43'': 5029, ''44'': 5192, ''45'': 5336, ''46'': 5482, ''47'': 5631, ''48'': 5784, ''49'': 5965, ''50'': 6153}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=ZnNvR2h1OVhpSWR5emh4N2s4N2l1QT09,2025-09-14 19:33:37.383658+00
(주)제논,7064,3580,8138,-4.86,"매우
낮음",7622,3686,8325,7425,3566,8342,7064,3580,8138,4743,4938,5107,4195,-2.96,4459,4323,4195,2952563,3926,3707,4145,4145,3959,4331,4363,4120,4606,4900,4595,5204,5678,5213,6143,6452,6185,6718,7095,6659,7531,8249,7559,8938,"{''20'': 3781, ''21'': 3781, ''22'': 4100, ''23'': 4100, ''24'': 4213, ''25'': 4407, ''26'': 4520, ''27'': 4728, ''28'': 4925, ''29'': 5118, ''30'': 5321, ''31'': 5531, ''32'': 5735, ''33'': 5941, ''34'': 6138, ''35'': 6322, ''36'': 6455, ''37'': 6551, ''38'': 6636, ''39'': 6745, ''40'': 6892, ''41'': 7076, ''42'': 7285, ''43'': 7484, ''44'': 7706, ''45'': 7965, ''46'': 8249, ''47'': 8577, ''48'': 9010, ''49'': 9515, ''50'': 9957}","{''20'': 3837, ''21'': 3837, ''22'': 3837, ''23'': 3988, ''24'': 4150, ''25'': 4281, ''26'': 4467, ''27'': 4571, ''28'': 4761, ''29'': 4945, ''30'': 5132, ''31'': 5340, ''32'': 5561, ''33'': 5771, ''34'': 5973, ''35'': 6159, ''36'': 6342, ''37'': 6478, ''38'': 6581, ''39'': 6669, ''40'': 6780, ''41'': 6929, ''42'': 7113, ''43'': 7320, ''44'': 7527, ''45'': 7760, ''46'': 8036, ''47'': 8324, ''48'': 8641, ''49'': 9059, ''50'': 9550}","{''20'': 3745, ''21'': 3745, ''22'': 3965, ''23'': 4054, ''24'': 4124, ''25'': 4246, ''26'': 4338, ''27'': 4506, ''28'': 4605, ''29'': 4806, ''30'': 5000, ''31'': 5189, ''32'': 5382, ''33'': 5588, ''34'': 5783, ''35'': 5974, ''36'': 6155, ''37'': 6336, ''38'': 6480, ''39'': 6597, ''40'': 6693, ''41'': 6807, ''42'': 6960, ''43'': 7154, ''44'': 7374, ''45'': 7583, ''46'': 7808, ''47'': 8073, ''48'': 8349, ''49'': 8646, ''50'': 9036}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=Y2NWU0phaFFnSmthSFRMcnFWbmtqQT09,2025-09-14 19:34:32.476846+00
