7. 관계는 수평적이에요. 직급 대신 ‘님’이라는 호칭을 사용하고, 상호 존칭을 사용하며 서로를 존중해요.
8. 업무는 수직적으로 해요. 책임을 지는 의사 결정권자와 실무자의 구분을 명확히 해요.
9. 구성원들을 진심으로 아끼고 배려해요. 일은 힘들 수 있지만, 사람 때문에 힘든 일은 없어요.
10. 저녁 회식이 없어요. 다음 날 최상의 컨디션으로 일할 수 있도록 회사가 방해하지 않아요.

【당신의 성장을 적극적으로 지원해요!】

■ 오직 일과 성장에만 몰입하고 집중할 수 있도록
• 업무 효율을 낼 수 있는 최고 스펙 장비 제공
 ┕ 맥북프로, LG 그램 (2-3년 주기 업그레이드)
• 27” 듀얼모니터 제공
• 쾌적한 업무 환경 제공 (스타일러, 가습기, IQ Air 공기청정기)
• 키보드, 마우스 등 필요한 주변기기 맞춤 제공
• 개인별 법인카드 지급 (식대, 출장 등에 사용)
• 사유를 묻지 않는 자유로운 연차 사용

■ 원하는 만큼 배우고, 성장할 수 있도록
• 교육비 무제한 전액 지원
• 세미나, 컨퍼런스 참여 비용 무제한 지원
• 20개 이상 교육 또는 온라인 콘텐츠 구독
• 도서 무제한 구입 지원
• Chat GPT 4.0 지원
• 업무에 필요한 다양한 툴 적극 지원

■ 함께하는 구성원이 행복할 수 있도록
• 법인카드 식대 지원(식대 1만 1천원)
• 패스오더 포인트 매월 지급 (50,000P)
• 에스프레소 머신, Tea 무제한 제공
• 간식(스낵바) 무제한 제공
• 종합건강검진 지원
• 명절 백화점 상품권 지급
• 생일 축하 백화점 상품권 지급
• 구성원 경조사 발생 시 근조화환 및 경조 휴가, 경조금 지원",https://jumpit.saramin.co.kr/company/NDUyODcwMTEyMw==?company_nm=페이타랩,2025-09-09 16:34:36
크레스콤,"['"급성장중'", '"수인분당선 역세권 기업'"]",1,9 년차 ( 2017년 1월 설립 ),2017,경기 성남시 분당구 성남대로331번길 8 킨스타워 801호,https://m.map.naver.com/search2/search.nhn?query=경기 성남시 분당구 성남대로331번길 8 킨스타워 801호#/map,"AI/인공지능, PyTorch, Linux, Docker, DeepLearning, Python",,https://jumpit.saramin.co.kr/company/NDY0ODgwMDQ2Mw==?company_nm=크레스콤,2025-09-09 16:34:38
모비루스,"['"주거복지'", '"매출액 100억 기업'", '"급성장중'", '"유연근무제'", '"평균연봉 6,000 이상'"]",6,21 년차 ( 2005년 1월 설립 ),2005,경기 성남시 수정구 창업로 43 311호(글로벌비즈센터 A동),https://m.map.naver.com/search2/search.nhn?query=경기 성남시 수정구 창업로 43 311호(글로벌비즈센터 A동)#/map,"AI/인공지능, C++, C, PyTorch, Qt, SW, GitHub, Embedded Linux, Keras, MCU, Python, TensorFlow","• 연말 보너스
• 자율출퇴근제
• 워크샵
• 사내 동호회
• 명절 선물",https://jumpit.saramin.co.kr/company/NTA0ODE2MDQyMQ==?company_nm=모비루스,2025-09-09 16:34:57
빌드코퍼레이션,"['"점심지원'"]",3,2 년차 ( 2024년 7월 설립 ),2024,"서울 강남구 역삼로 180, 2층 (역삼동,마루180)","https://m.map.naver.com/search2/search.nhn?query=서울 강남구 역삼로 180, 2층 (역삼동,마루180)#/map","Framer, Vercel, Figma, GitHub, TailwindCSS, Recoil, Next.js, Pulumi, NestJS, Linear","성과 보상
· 연봉 1+1 제도
· 빌드코퍼레이션은 성과에 따라서 최소 연봉의 50% & 최대 연봉의 100%를 지급하는 성과제로 운영되고 있습니다.
· 자본주의를 함께 누리는 것이 빌드코퍼레이션의 구성원들을 위한 최소한의 정책입니다.

TOOL
· PC: LG그램 or 맥북프로
· 모니터: LG 32UP830 (기본)
· 옵션: 키보드, 마우스
· 어도비 등 유료 소프트웨어 제공
· 추가 소프트웨어 필요시 제공
· 업무와 관련된 필요한 서적 및 논문 지원

EAT
· 야간근무자를 위한 야근 식대 지원 (1인당 최대 2만원 기준)
· 먹고싶은 간식 무제한 (2째주, 4째주 일괄 주문)
· 해피아워: 업무를 마치고 자유롭게 모여서 교류하고 스트레스를 해소하는 시간 (분기별 마지막주 금요일 16:00~19:00)

LIFE
· 생일: 케이크, 5만원 스타벅스 기프트카드 제공, 반차 제공
· 명절: 20만원 상당 명절 선물
· 경조사비: 축의금(50만원), 출산위로금(30만원), 조의금(20만원)
· 경조사휴일: 신혼여행(5일), 직계가족 결혼(1일), 배우자 출산(10일), 부모·직계가족 사망(5일), 조부모 사망(3일)

WLB
· 리프레쉬 휴가: 근속 2년마다 1주 유급휴가, 위로금(50만원)
· 근속 N주년: N주년마다 반차를 제공, 축하 케이크 제공, 3만원 상당 꽃다발 제공
· 건강검진: 파트너사 건강검진 비용 할인(최대 70%)
· 워케이션: 매년 연말 전사 워케이션, 위치(강릉 세인트존스호텔)

MOVE
· 법인 차량: 외근은 법인 차량 상시 이용
· 야근 택시비: 오후 10시 이후 퇴근시 택시비 지원, 타다 이용 가능
· 주차비: 사무실 인근 주차장 월 10만원 지원",https://jumpit.saramin.co.kr/company/NDY5ODYwMzA4Mg==?company_nm=빌드코퍼레이션,2025-09-09 16:34:40
이마고웍스,"['"시리즈C 투자유치'", '"연봉상승률 15% 이상'", '"급성장중'", '"자유로운 연차'", '"3호선 역세권 기업'", '"점심지원'", '"평균연봉 6,000 이상'"]",3,7 년차 ( 2019년 11월 설립 ),2019,"서울 강남구 강남대로 636 1층, 2층 (신사동, 두원빌딩)","https://m.map.naver.com/search2/search.nhn?query=서울 강남구 강남대로 636 1층, 2층 (신사동, 두원빌딩)#/map","C, CMake, PostgreSQL, Spring Boot, Windows, QA, TypeScript, AZURE, PyTorch, Docker, Terraform, Confluence, MySQL, JavaScript, Embedded, AWS, Python, TensorFlow, WebGL, Java, C++, OpenGL, React, SQL, Figma, Git, Linux, OpenCV, HTML5, MongoDB, Webpack, Kubernetes","직원이 편해야 회사가 잘된다!
• 수평적인 조직 문화
• 자율 출퇴근제 운영
• 자유 복장 (반바지, 모자, 슬리퍼 등등 모두 OK!)
• 신사역 도보 3분 거리 
• 듀오백, 듀얼 모니터, 모니터암 등 제공 
 
아낌없이 주는 회사!
• 점심 식대 지원 / (필요시) 저녁 식대 지원
• 맛있는 스낵, 쿠키, 음료 등 간식 무한 제공
• 커피 무한 제공
• 입사 시 Welcome Kit 지급
• 업무에 필요한 사무용품 제공
• 생일 선물로 상품권 및 오후반차 지급
• 입사기념일 선물 지급
• 입사 후 당해 유급휴가 선부여
• 경조사 휴가 지급
• 장기 근속 휴가 제공 
• 명절선물 지급
• 임차료 및 교통비 일부 지원
 
Work Life Balance!
• 팀원의 성장은 팀의 성장! 도서, 온라인 강의, 화상 영어 교육 등 자기 계발 지원!
• 스포츠, 문화 생활 등 사내 동아리 활동 지원
• 팀웍 향상을 위한 팀별 컬쳐 데이 운영
• 건강검진 지원",https://jumpit.saramin.co.kr/company/NDYwODEwMTc1OA==?company_nm=이마고웍스,2025-09-09 16:34:42
이노버스,"['"급성장중'", '"유연근무제'", '"성과급/상여금'"]",1,4 년차 ( 2022년 1월 설립 ),2022,서울 강남구 테헤란로 503 4층 이노버스,https://m.map.naver.com/search2/search.nhn?query=서울 강남구 테헤란로 503 4층 이노버스#/map,"Firebase, Git, Flutter, AWS","• 패스트파이브 삼성3호점 위치
• 눈치보지 않는 휴가 쓰기
• 맥북, 듀얼 모니터 제공
• 유료 온라인 강의와 도서 지원
• 무료 주차 가능
• 무제한 간식 & 음료
• 생일 강제 반차 & 케이크
• 업무 성과에 따른 성과급 지급
• 유연 근무 : 8~10시 자율 출근",https://jumpit.saramin.co.kr/company/NDc1ODYwMjI5Nw==?company_nm=이노버스,2025-09-09 16:34:44
큐어스트림,"['"평균연봉 상위 10%'", '"연봉상승률 20% 이상'", '"평균연봉 7,000 이상'"]",1,,,"대구 북구 호암로 51, 2층 (침산동,대구삼성창조캠퍼스 메이커스페이스동)","https://m.map.naver.com/search2/search.nhn?query=대구 북구 호암로 51, 2층 (침산동,대구삼성창조캠퍼스 메이커스페이스동)#/map","REST API, SW, Redux, Flutter, Android SDK, iOS, React, Android OS",http://www.curestream.co.kr/,https://jumpit.saramin.co.kr/company/NDcwODcwMTQ3NQ==?company_nm=큐어스트림,2025-09-09 16:34:46
엑소시스템즈,"['"스타트업'", '"급성장중'", '"자유로운 연차'", '"휴가비 지원'", '"시리즈A 투자유치'"]",3,9 년차 ( 2017년 1월 설립 ),2017,경기 성남시 수정구 창업로 43 판교글로벌비즈센터 A803호,https://m.map.naver.com/search2/search.nhn?query=경기 성남시 수정구 창업로 43 판교글로벌비즈센터 A803호#/map,"Firebase, C++, C, SW, FPGA, R Language, Windows, SQL, Kotlin, Git, PyTorch, Linux, Docker, Network, MySQL, Pandas, Embedded, AWS, Android OS, Python, TensorFlow",,https://jumpit.saramin.co.kr/company/NDczODcwMDQ5NA==?company_nm=엑소시스템즈,2025-09-09 16:34:48
에피소든,"['"연봉상승률 30% 이상'", '"9호선 역세권 기업'", '"평균연봉 6,000 이상'"]",1,5 년차 ( 2021년 2월 설립 ),2021,서울 강남구 선릉로 551 1층,https://m.map.naver.com/search2/search.nhn?query=서울 강남구 선릉로 551 1층#/map,"Java, PostgreSQL, Next.js, React, Kotlin, TypeScript, Terraform, Docker, JavaScript, React Native, NestJS, Kubernetes, WebRTC","• 매일 식사 제공 (건강한 생활을 위해, 제대로 된 식사를 제공합니다)
• 직무 및 자기계발 도서/강의 지원
• 업무에 필요한 기기 지원",https://jumpit.saramin.co.kr/company/NDgyODcwMjA0NQ==?company_nm=에피소든,2025-09-09 16:34:51
코닉글로리,"['"자유로운 연차'", '"7호선 역세권 기업'", '"매출액 20% 지속성장'"]",2,3 년차 ( 2023년 설립 ),2023,"서울 강남구 학동로 155 원영빌딩 3,4층","https://m.map.naver.com/search2/search.nhn?query=서울 강남구 학동로 155 원영빌딩 3,4층#/map","TypeScript, C#, C++, Linux, Network","• 시차 출근제 시행 (8시, 9시, 10시 중 선택 출근)
• 헬스시설 및 샤워실
• 음료 및 간식 제공
• 경조 휴가 및 경조금 지원
• 자유로운 휴가 사용
• 직무능력향상 교육
• 우수사원 포상 제도",https://jumpit.saramin.co.kr/company/NDk2ODcwMjkxNA==?company_nm=코닉글로리,2025-09-09 16:34:53
혜성테크윈,"['"영업이익 20% 지속성장'", '"급성장중'", '"점심지원'", '"영업이익 150% 급성장'"]",5,8 년차 ( 2018년 10월 설립 ),2018,"경기 성남시 중원구 사기막골로 99 성남센트럴비즈타워2차 B동 1508호, 1509호, 1510호","https://m.map.naver.com/search2/search.nhn?query=경기 성남시 중원구 사기막골로 99 성남센트럴비즈타워2차 B동 1508호, 1509호, 1510호#/map","Linux, Windows Server, Network, TCP/IP, Embedded, Ccna, Ccnp",,https://jumpit.saramin.co.kr/company/NDkxODgwMTMxNQ==?company_nm=혜성테크윈,2025-09-09 16:34:56
건강누리,[],12,16 년차 ( 2010년 설립 ),2010,"서울 영등포구 가마산로48길 16, 101호","https://m.map.naver.com/search2/search.nhn?query=서울 영등포구 가마산로48길 16, 101호#/map","C#, Airflow, Java, C++, C, Qt, Uniform CSS, SW, Mfc, iOS, HW, FW, NLP, Git, JavaScript, HTML5, Flutter, React Native, Android OS, Python",,https://jumpit.saramin.co.kr/company/NTA0ODE4Nzk5Nw==?company_nm=건강누리,2025-09-09 16:35:00
콜로세움코퍼레이션,"['"급성장중'", '"자유로운 연차'", '"매출액 150% 급성장'", '"휴가비 지원'", '"2호선 역세권 기업'", '"아기 유니콘'", '"유연근무제'", '"점심지원'", '"매출액 20% 지속성장'", '"성과급/상여금'", '"예비 유니콘'", '"시리즈B 투자유치'", '"연봉상승률 10% 이상'", '"매출액 100억 기업'"]",4,7 년차 ( 2019년 5월 설립 ),2019,"서울 강남구 역삼로 415, 3층 (성진빌딩)","https://m.map.naver.com/search2/search.nhn?query=서울 강남구 역삼로 415, 3층 (성진빌딩)#/map","Infra, Spring Boot, Next.js, TypeScript, QA, AZURE, Shell, Storybook, Confluence, MySQL, JavaScript, Emotion, Ruby, AWS, Spring Batch, Spring Data JPA, Python, Java, QueryDSL, Perl, React, Jira, Kotlin, jQuery, Git, Slack, GCP, HTML5, Gradle, Mybatis, Amazon RDS","『우리가 함께 신날 수 있도록, 기분 좋은 보상과 지원을 제공합니다.』

■ 자율적인 근무와 효율적인 휴식
• 유연한 출퇴근제 운영
• 자유로운 2시간 단위 연차 사용
• 해피아워: 매월 3주차 금요일 조기 퇴근
• 롱런데이: 매월 1회 2시간 점심 시간 지원
• 만 3년 근속마다 안식휴가 및 휴가비 지원

■ 탁월한 업무와 역량 향상을 위한 지원
• 추가근무 식대 및 교통비 지원
• 커피/음료 및 간식 지원
• 업무 관련 도서 및 콘텐츠 구입, 학습비 지원
• 직무 관련 컨퍼런스 및 외부 세미나, 교육 참여 지원

■ 행복 추구에 도움이 되는 보탬
• 스톡옵션 부여(근무년수 및 평가등급 고려)
• 전 직원 정기 건강검진
• 생일 기념 반차 제공
• 본인과 가족 경조사 휴가 및 축/조의금 지원
• 설날/추석 명절 선물 지급
• 동호회 지원
• 블루보드(사내 복지/문화 개선 TF) 운영",https://jumpit.saramin.co.kr/company/NTA3ODYwMTY0OQ==?company_nm=콜로세움코퍼레이션,2025-09-09 16:35:01
설텍,"['"매출액 100억 기업'", '"장기근속 포상'", '"성과급/상여금'"]",1,19 년차 ( 2007년 1월 설립 ),2007,대구광역시 달서구 성서공단북로 65길29,https://m.map.naver.com/search2/search.nhn?query=대구광역시 달서구 성서공단북로 65길29#/map,"RTOS, C++, C, Qt, SW, FPGA, Pads, Autocad, Embedded Linux, OpenGL, Fusion 360, Mfc, Orcad, MATLAB, PCB, HW, ethernet, Verilog, Solidworks, Embedded, MCU",,https://jumpit.saramin.co.kr/company/NTAzODE3NDkyMg==?company_nm=설텍,2025-09-09 16:35:03
제이브이엠,"['"연봉상승률 10% 이상'", '"주거복지'", '"장기근속 포상'", '"한미사이언스 계열사'", '"코스닥'", '"점심지원'", '"평균연봉 6,000 이상'"]",6,30 년차 ( 1996년 10월 설립 ),1996,대구 달서구 호산동로 121,https://m.map.naver.com/search2/search.nhn?query=대구 달서구 호산동로 121#/map,"C#, Microsoft SQL Server, Blazor, WCF, WPF, Python",,https://jumpit.saramin.co.kr/company/NTAzODEzMTAxNg==?company_nm=제이브이엠,2025-09-09 16:35:06
아세아텍,"['"코스닥'", '"휴가비 지원'", '"점심지원'", '"평균연봉 6,000 이상'"]",3,48 년차 ( 1978년 9월 설립 ),1978,대구광역시 달성군 유가읍 비슬로96길 11,https://m.map.naver.com/search2/search.nhn?query=대구광역시 달성군 유가읍 비슬로96길 11#/map,"FW, C, HW",,https://jumpit.saramin.co.kr/company/NTE0ODEwMDIxMg==?company_nm=아세아텍,2025-09-09 16:35:08
토모큐브,"['"스타트업'", '"시리즈C 투자유치'", '"급성장중'", '"코스닥'", '"휴가비 지원'", '"성과급/상여금'", '"평균연봉 6,000 이상'"]",3,11 년차 ( 2015년 8월 설립 ),2015,대전광역시 유성구 신성로 155,https://m.map.naver.com/search2/search.nhn?query=대전광역시 유성구 신성로 155#/map,"CUDA, C#, C++, SW, Linux, Docker, 3D Rendering, GUI, Azure Application Insights, MATLAB","[휴가 지원]
• 연말 Office Closing 
• 자유로운 휴가 사용(연차/반차) 
• 법정 휴가 및 기타 휴가 (출산전후휴가, 배우자 출산휴가, 대체휴가, 각종 경조휴가 등) 

[휴게]
• 커피 및 간식 제공
• 야근 시 저녁 식사 지원

[근무 형태]
• 시차 출근 신청 가능
• 자율 복장 

[보상]
• 명절 상여금 지급
• 명절 / 생일 선물 지급
• 중소기업청년 소득세 감면 지원
• 청년내일채움공제 가입
• 각종 경조금 지원",https://jumpit.saramin.co.kr/company/NTE0ODgwMDE5MA==?company_nm=토모큐브,2025-09-09 16:35:09
러닝포인트,"['"급성장중'", '"1호선 역세권 기업'", '"유연근무제'"]",3,6 년차 ( 2020년 8월 설립 ),2020,"서울 금천구 가산디지털1로 205-15 (sh드림타워) 1007,1008호","https://m.map.naver.com/search2/search.nhn?query=서울 금천구 가산디지털1로 205-15 (sh드림타워) 1007,1008호#/map","Firebase, React Canvas, Node.js, iOS, React, Kotlin, AZURE, Swagger UI, Git, Figma, Socket.IO, Sequelize, Swift, AWS, Android OS, ExpressJS","• 함께 일하는 구성원으로서 서로 존중하고 예의를 갖춥니다.
• 자유로운 분위기에서 직책과 상관없이 서로의 의견을 편하게 주고 받습니다.
• 정해진 업무 내에서 도움이 필요하다면 협업이 가능합니다. 어려움이 있을 때 서로를 찾을 수 있는 분위기입니다.
• 휴가사용에 눈치 없습니다. 잘 쉬는 것도 능력입니다.",https://jumpit.saramin.co.kr/company/NTE1ODE1NjI0Nw==?company_nm=러닝포인트,2025-09-09 16:35:11
비글즈,"['"급성장중'", '"프리한 복장'", '"유연근무제'", '"간식 제공'", '"성과급/상여금'"]",5,5 년차 ( 2021년 5월 설립 ),2021,경기 성남시 분당구 벌말로50번길 41 투아이센터 5층,https://m.map.naver.com/search2/search.nhn?query=경기 성남시 분당구 벌말로50번길 41 투아이센터 5층#/map,"TypeScript, REST API, Java, Docker, JavaScript, Spring Boot, Next.js, React",,https://jumpit.saramin.co.kr/company/NTE1ODcwMjIyOQ==?company_nm=비글즈,2025-09-09 16:35:14
브이피피랩,"['"급성장중'", '"패밀리데이'", '"유연근무제'", '"점심지원'", '"매출액 20% 지속성장'", '"간식 제공'"]",1,5 년차 ( 2021년 1월 설립 ),2021,제주특별자치도 제주시 첨단로 330 A동 1층 C-107호,https://m.map.naver.com/search2/search.nhn?query=제주특별자치도 제주시 첨단로 330 A동 1층 C-107호#/map,"Java, CSS 3, GitHub, Next.js, React, TypeScript, REST API, Vue.js, Git, React D3 Library, HTML5, AWS, Python","[유연근무제]
• 오전 8시 30분/9시/9시 30분 중 원하는 시간에 출근합니다.
• 새벽 공기를 좋아하는 아침 형도, 늦잠이 소중한 분들도, 개인적인 볼 일 등으로 아침 시간을 활용하고 싶은 분들도 브이피피랩에서라면 걱정 없어요.

[결재 없는 자유로운 휴가 사용]
• 휴가를 써야 한다면! 캘린더에 표시만 하면 됩니다. 고민 끝에 눈치 보면서 “저.. 00일에 휴가 써도 될까요?”라고 말하지 않아요. 
• 휴식이 필요하거나 볼 일이 있을 때 자유롭게 사용하되, 원활한 협업을 위해 동료들과 사전에 일정을 공유만 하면 됩니다.

[본사가 있는 제주에서 출장 근무 가능]
• 복잡한 도심을 벗어나 아름다운 자연이 있는 제주에서 출장 근무가 가능합니다.
• 워케이션 프로그램도 운영하고 있어 제주에서 머무르며 자연과 함께 일할 수 있어요.

[매주 금요일은 9-17 근무!]
• 금요일은 복잡한 퇴근 길 걱정 없이, 일찍 퇴근해서 가족들과 시간을 보내며 한 주를 마무리하는 시간을 가지는 것을 장려합니다.

[매달 5일 구성원들의 생일 파티]
• 매달 5일 에는 해당 달의 생일 자들을 위한 생일 파티를 합니다.
• 회사가 일만 하는 공간이 아닌, 소중한 기념일을 함께 기념하며 즐겁게 일 하는 공간으로 만들기 위해 노력하고 있습니다.

[최신 장비와 소프트웨어 지원]
• 입사 전 공유해 드리는 PC, 모니터 등 최신 장비들을 목록에서 본인이 사용하고 싶은 장비로 미리 선택하시면, 입사 후 자리에서 바로 만나 보실 수 있어요.
• 입사 후 기본적으로 제공되는 소프트웨어 외 업무상 필요한 소프트웨어가 있다면, 그 또한 신청해 주시면 됩니다.

[건물 내 휴식 공간 즐비]
• 일하다가 피곤하거나 잠시 쉬고 싶을 때, 건물 내의 휴식 공간을 이용하시면 됩니다.

[점심 지원]
• 모든 구성원의 든든한 하루를 책임질 점심 식사가 제공됩니다.

[커피/간식 지원]
• 당이 떨어질 틈이 없게 간식 창고에는 항상 간식이 가득 구비되어 있어요.
• 브이피피랩은 맛있는 커피와 함께 간식을 먹으면서 동료들과의 티타임까지 책임집니다.

[도서 구입, 세미나 및 스터디 비용 지원]
• 업무 역량 향상을 위해 필요한 책, 듣고 싶은 세미나, 참여하고 싶은 스터디가 있을 땐 신청해 주세요.
• 구성원들의 업무 몰입과 성장을 지원하기 위해 복잡한 절차 없이 지원됩니다.

[경조사 지원 및 명절 선물]
• 함께 정을 나누는 문화는 공동체를 더욱 단단하게 만들어 줍니다.
• 결혼/출산 등 구성원과 가족의 기본적인 경조사를 지원하고, 민족의 대 명절 설날/추석에는 명절 선물을 보내드립니다.",https://jumpit.saramin.co.kr/company/NTM4ODYwMjA0MA==?company_nm=브이피피랩,2025-09-09 16:35:32
