company_id,user_id,role,created_at
eb3ef241-3df3-4cad-855c-1df0f75e24e9,3cb5f7c2-f6ed-4598-aed9-bc8a6b54c4aa,HR,2025-09-18 00:40:37.012787+00
7ebb8557-6154-45b7-a30c-4108f459926f,56651fbd-4a5f-4748-a61a-15f9573087f4,HR,2025-09-18 06:35:01.808111+00
db687536-769e-4893-84ab-578383efa81e,76b4a718-84a2-40f5-bc84-95ca912d3505,HR,2025-09-18 13:01:20.579278+00
19ff2c31-6490-4236-8c0d-8914910654a4,57174352-6a28-4e78-8839-8ece5134c2c1,HR,2025-09-22 03:32:05.022441+00
f93823f3-e5b0-4a3d-b0f8-f6704d815e08,ca5b6f9d-1013-4aae-b679-c461e01b0f7b,HR,2025-09-22 05:56:59.547259+00
3c7a69ec-c818-49e2-a280-d1ee765bc088,1b045ffe-231a-4d53-9729-9f3f63d41876,HR,2025-09-22 07:29:56.704052+00
05714524-1369-4adf-82e3-f94f74c5dd88,ce16a277-63e0-473d-bd9a-dbc996943b56,HR,2025-09-23 00:14:41.79716+00
