행정구역명,경제활동인구 (천명),시도명,시군구명,lat,lon,closest_sidos,closest_sigungu
서울특별시 종로구,74,서울특별시,종로구,37.5806949,126.9827989,경기도;인천광역시,서울특별시 중구;서울특별시 성북구;서울특별시 서대문구;서울특별시 동대문구;서울특별시 성동구
서울특별시 중구,74,서울특별시,중구,37.5636559,126.9975097,경기도;인천광역시,서울특별시 종로구;서울특별시 성북구;서울특별시 성동구;서울특별시 용산구;서울특별시 동대문구
서울특별시 용산구,116,서울특별시,용산구,37.5323,126.99,경기도;인천광역시,서울특별시 중구;서울특별시 동작구;서울특별시 강남구;서울특별시 성동구;서울특별시 종로구
서울특별시 성동구,154,서울특별시,성동구,37.5635,127.0365,경기도;인천광역시,서울특별시 동대문구;서울특별시 성북구;서울특별시 중구;서울특별시 광진구;서울특별시 종로구
서울특별시 광진구,206,서울특별시,광진구,37.5384,127.0828,경기도;인천광역시,서울특별시 송파구;서울특별시 강동구;서울특별시 강남구;서울특별시 성동구;서울특별시 동대문구
서울특별시 동대문구,186,서울특별시,동대문구,37.5741982,127.0395092,경기도;인천광역시,서울특별시 성동구;서울특별시 성북구;서울특별시 중구;서울특별시 종로구;서울특별시 광진구
서울특별시 중랑구,210,서울특별시,중랑구,37.6063,127.093,경기도;인천광역시,서울특별시 동대문구;서울특별시 노원구;경기도 구리시;서울특별시 성동구;서울특별시 성북구
서울특별시 성북구,227,서울특별시,성북구,37.59,127.0165,경기도;인천광역시,서울특별시 동대문구;서울특별시 종로구;서울특별시 중구;서울특별시 성동구;서울특별시 강북구
서울특별시 강북구,142,서울특별시,강북구,37.6395,127.0255,경기도;인천광역시,서울특별시 노원구;서울특별시 도봉구;서울특별시 성북구;서울특별시 중랑구;서울특별시 동대문구
서울특별시 도봉구,165,서울특별시,도봉구,37.6686,127.0466,경기도;인천광역시,서울특별시 노원구;서울특별시 강북구;경기도 의정부시;서울특별시 중랑구;서울특별시 성북구
서울특별시 노원구,254,서울특별시,노원구,37.654,127.0567,경기도;인천광역시,서울특별시 도봉구;서울특별시 강북구;서울특별시 중랑구;서울특별시 성북구;서울특별시 동대문구
서울특별시 은평구,248,서울특별시,은평구,37.6024,126.9293,경기도;인천광역시,서울특별시 서대문구;서울특별시 마포구;서울특별시 종로구;서울특별시 중구;서울특별시 성북구
서울특별시 서대문구,177,서울특별시,서대문구,37.5790747,126.9367861,경기도;인천광역시,서울특별시 은평구;서울특별시 마포구;서울특별시 종로구;서울특별시 중구;서울특별시 영등포구
서울특별시 마포구,207,서울특별시,마포구,37.566571,126.9015317,경기도;인천광역시,서울특별시 서대문구;서울특별시 영등포구;서울특별시 은평구;서울특별시 강서구;서울특별시 양천구
서울특별시 양천구,224,서울특별시,양천구,37.5171,126.8663,경기도;인천광역시,서울특별시 영등포구;서울특별시 구로구;서울특별시 강서구;경기도 광명시;서울특별시 마포구
서울특별시 강서구,319,서울특별시,강서구,37.5509,126.8497,인천광역시;경기도,서울특별시 양천구;서울특별시 마포구;서울특별시 영등포구;경기도 부천시;서울특별시 구로구
서울특별시 구로구,242,서울특별시,구로구,37.4951999,126.8877,경기도;인천광역시,경기도 광명시;서울특별시 양천구;서울특별시 영등포구;서울특별시 금천구;서울특별시 동작구
서울특별시 금천구,140,서울특별시,금천구,37.4565,126.8954,경기도;인천광역시,경기도 광명시;서울특별시 구로구;서울특별시 관악구;서울특별시 양천구;서울특별시 동작구
서울특별시 영등포구,242,서울특별시,영등포구,37.5262,126.8959,경기도;인천광역시,서울특별시 양천구;서울특별시 구로구;서울특별시 동작구;서울특별시 마포구;서울특별시 강서구
서울특별시 동작구,222,서울특별시,동작구,37.5120999,126.9395,경기도;인천광역시,서울특별시 관악구;서울특별시 영등포구;서울특별시 구로구;서울특별시 용산구;서울특별시 양천구
서울특별시 관악구,297,서울특별시,관악구,37.4782,126.9518,경기도;인천광역시,서울특별시 동작구;서울특별시 금천구;서울특별시 구로구;서울특별시 용산구;서울특별시 서초구
서울특별시 서초구,202,서울특별시,서초구,37.4835,127.0322,경기도;인천광역시,서울특별시 강남구;서울특별시 용산구;서울특별시 관악구;서울특별시 송파구;서울특별시 광진구
서울특별시 강남구,282,서울특별시,강남구,37.5177,127.0473,경기도;인천광역시,서울특별시 광진구;서울특별시 서초구;서울특별시 송파구;서울특별시 성동구;서울특별시 용산구
서울특별시 송파구,351,서울특별시,송파구,37.5145,127.1058,경기도;인천광역시,서울특별시 강동구;서울특별시 광진구;서울특별시 강남구;서울특별시 서초구;서울특별시 성동구
서울특별시 강동구,260,서울특별시,강동구,37.53,127.1237,경기도;인천광역시,서울특별시 송파구;서울특별시 광진구;서울특별시 강남구;경기도 구리시;경기도 하남시
부산광역시 중구,23,부산광역시,중구,35.106501,129.0325814,울산광역시;경상남도,부산광역시 서구;부산광역시 동구;부산광역시 영도구;부산광역시 사하구;부산광역시 남구
부산광역시 서구,52,부산광역시,서구,35.0974999,129.0241,울산광역시;경상남도,부산광역시 중구;부산광역시 동구;부산광역시 영도구;부산광역시 사하구;부산광역시 사상구
부산광역시 동구,46,부산광역시,동구,35.129,129.0455,울산광역시;경상남도,부산광역시 중구;부산광역시 남구;부산광역시 부산진구;부산광역시 서구;부산광역시 영도구
부산광역시 영도구,50,부산광역시,영도구,35.0908,129.0678,울산광역시;경상남도,부산광역시 중구;부산광역시 서구;부산광역시 동구;부산광역시 남구;부산광역시 수영구
부산광역시 부산진구,195,부산광역시,부산진구,35.1632335,129.0529462,울산광역시;경상남도,부산광역시 연제구;부산광역시 동구;부산광역시 남구;부산광역시 동래구;부산광역시 사상구
부산광역시 동래구,134,부산광역시,동래구,35.2052,129.0837,울산광역시;경상남도,부산광역시 연제구;부산광역시 금정구;부산광역시 부산진구;부산광역시 수영구;부산광역시 남구
부산광역시 남구,132,부산광역시,남구,35.1361,129.0843999,울산광역시;경상남도,부산광역시 수영구;부산광역시 동구;부산광역시 부산진구;부산광역시 연제구;부산광역시 영도구
부산광역시 북구,136,부산광역시,북구,35.1969,128.9901999,울산광역시;경상남도,부산광역시 강서구;부산광역시 사상구;부산광역시 부산진구;부산광역시 연제구;부산광역시 동래구
부산광역시 해운대구,178,부산광역시,해운대구,35.1629,129.1638,울산광역시;경상남도,부산광역시 수영구;부산광역시 남구;부산광역시 연제구;부산광역시 동래구;부산광역시 부산진구
부산광역시 사하구,153,부산광역시,사하구,35.1041,128.9751,울산광역시;경상남도,부산광역시 서구;부산광역시 중구;부산광역시 사상구;부산광역시 동구;부산광역시 영도구
부산광역시 금정구,109,부산광역시,금정구,35.2429,129.0926,울산광역시;경상남도,부산광역시 동래구;부산광역시 연제구;부산광역시 부산진구;부산광역시 북구;부산광역시 강서구
부산광역시 강서구,84,부산광역시,강서구,35.212,128.9805,울산광역시;경상남도,부산광역시 북구;부산광역시 사상구;경상남도 김해시;부산광역시 부산진구;부산광역시 동래구
부산광역시 연제구,109,부산광역시,연제구,35.1765,129.0793,울산광역시;경상남도,부산광역시 부산진구;부산광역시 동래구;부산광역시 남구;부산광역시 수영구;부산광역시 동구
부산광역시 수영구,86,부산광역시,수영구,35.1454,129.1127,울산광역시;경상남도,부산광역시 남구;부산광역시 연제구;부산광역시 해운대구;부산광역시 부산진구;부산광역시 동구
부산광역시 사상구,111,부산광역시,사상구,35.1521,128.9911,울산광역시;경상남도,부산광역시 북구;부산광역시 사하구;부산광역시 동구;부산광역시 부산진구;부산광역시 중구
부산광역시 기장군,88,부산광역시,기장군,35.2447818,129.2215462,울산광역시;경상남도,부산광역시 해운대구;부산광역시 금정구;부산광역시 동래구;부산광역시 수영구;부산광역시 연제구
대구광역시 중구,54,대구광역시,중구,35.8692588,128.6059471,경상북도;경상남도,대구광역시 수성구;대구광역시 남구;대구광역시 북구;대구광역시 동구;대구광역시 서구
대구광역시 동구,169,대구광역시,동구,35.8865,128.6355,경상북도;울산광역시,대구광역시 수성구;대구광역시 중구;대구광역시 북구;대구광역시 남구;대구광역시 서구
대구광역시 서구,80,대구광역시,서구,35.8716,128.5591,경상북도;경상남도,대구광역시 북구;대구광역시 중구;대구광역시 남구;대구광역시 달서구;대구광역시 수성구
대구광역시 남구,72,대구광역시,남구,35.845728,128.5977207,경상북도;경상남도,대구광역시 중구;대구광역시 수성구;대구광역시 서구;대구광역시 북구;대구광역시 동구
대구광역시 북구,223,대구광역시,북구,35.8855,128.5828858,경상북도;경상남도,대구광역시 서구;대구광역시 중구;대구광역시 남구;대구광역시 동구;대구광역시 수성구
대구광역시 수성구,189,대구광역시,수성구,35.8584,128.6305,경상북도;울산광역시,대구광역시 중구;대구광역시 동구;대구광역시 남구;대구광역시 북구;대구광역시 서구
대구광역시 달서구,275,대구광역시,달서구,35.8297006,128.533094,경상북도;경상남도,대구광역시 서구;대구광역시 남구;대구광역시 북구;대구광역시 중구;대구광역시 수성구
대구광역시 달성군,141,대구광역시,달성군,35.7753,128.4312,경상남도;경상북도,대구광역시 달서구;대구광역시 서구;경상북도 고령군;대구광역시 남구;대구광역시 북구
대구광역시 군위군,15,대구광역시,군위군,36.2425017,128.5732027,경상북도;충청북도,경상북도 의성군;경상북도 구미시;경상북도 칠곡군;경상북도 안동시;대구광역시 북구
인천광역시 중구,97,인천광역시,중구,37.4735389,126.6214081,서울특별시;경기도,인천광역시 동구;인천광역시 미추홀구;인천광역시 연수구;인천광역시 서구;인천광역시 부평구
인천광역시 동구,32,인천광역시,동구,37.4736019,126.643227,서울특별시;경기도,인천광역시 미추홀구;인천광역시 중구;인천광역시 연수구;인천광역시 부평구;인천광역시 남동구
인천광역시 연수구,229,인천광역시,연수구,37.4098,126.6787,서울특별시;경기도,인천광역시 남동구;인천광역시 미추홀구;인천광역시 동구;인천광역시 중구;경기도 시흥시
인천광역시 남동구,276,인천광역시,남동구,37.446902,126.7315126,서울특별시;경기도,인천광역시 연수구;인천광역시 부평구;인천광역시 미추홀구;인천광역시 동구;인천광역시 계양구
인천광역시 부평구,289,인천광역시,부평구,37.5070221,126.7220068,서울특별시;경기도,인천광역시 계양구;인천광역시 서구;인천광역시 남동구;경기도 부천시;인천광역시 동구
인천광역시 계양구,159,인천광역시,계양구,37.5373539,126.7379078,서울특별시;경기도,인천광역시 부평구;경기도 부천시;인천광역시 서구;경기도 김포시;서울특별시 강서구
인천광역시 서구,370,인천광역시,서구,37.545,126.676,서울특별시;경기도,인천광역시 계양구;인천광역시 부평구;인천광역시 동구;경기도 김포시;인천광역시 중구
인천광역시 미추홀구,241,인천광역시,미추홀구,37.4636,126.6502,서울특별시;경기도,인천광역시 동구;인천광역시 중구;인천광역시 연수구;인천광역시 남동구;인천광역시 부평구
인천광역시 강화군,41,인천광역시,강화군,37.746,126.488,서울특별시;경기도,인천광역시 옹진군;경기도 김포시;인천광역시 서구;인천광역시 계양구;인천광역시 중구
인천광역시 옹진군,12,인천광역시,옹진군,37.533,126.429,서울특별시;경기도,인천광역시 중구;인천광역시 동구;인천광역시 미추홀구;인천광역시 서구;인천광역시 강화군
광주광역시 동구,64,광주광역시,동구,35.1462,126.9229,전라남도;전북특별자치도,광주광역시 남구;광주광역시 서구;광주광역시 북구;전라남도 화순군;광주광역시 광산구
광주광역시 서구,153,광주광역시,서구,35.1521401,126.8900561,전라남도;전북특별자치도,광주광역시 남구;광주광역시 동구;광주광역시 북구;광주광역시 광산구;전라남도 화순군
광주광역시 남구,113,광주광역시,남구,35.1327,126.9025,전라남도;전북특별자치도,광주광역시 동구;광주광역시 서구;광주광역시 북구;광주광역시 광산구;전라남도 화순군
광주광역시 북구,240,광주광역시,북구,35.1741,126.9122,전라남도;전북특별자치도,광주광역시 서구;광주광역시 동구;광주광역시 남구;광주광역시 광산구;전라남도 화순군
광주광역시 광산구,227,광주광역시,광산구,35.1396428,126.7938232,전라남도;전북특별자치도,광주광역시 서구;광주광역시 남구;광주광역시 북구;광주광역시 동구;전라남도 나주시
대전광역시 동구,118,대전광역시,동구,36.3120051,127.4554285,충청북도;충청남도,대전광역시 중구;대전광역시 대덕구;대전광역시 서구;충청북도 옥천군;대전광역시 유성구
대전광역시 중구,119,대전광역시,중구,36.3254103,127.4211723,충청남도;충청북도,대전광역시 대덕구;대전광역시 동구;대전광역시 서구;대전광역시 유성구;충청북도 옥천군
대전광역시 서구,257,대전광역시,서구,36.3551786,127.3838487,충청남도;충청북도,대전광역시 유성구;대전광역시 대덕구;대전광역시 중구;대전광역시 동구;충청남도 계룡시
대전광역시 유성구,216,대전광역시,유성구,36.3620732,127.3564099,충청남도;충청북도,대전광역시 서구;대전광역시 대덕구;대전광역시 중구;대전광역시 동구;충청남도 계룡시
대전광역시 대덕구,97,대전광역시,대덕구,36.3465766,127.4158483,충청남도;충청북도,대전광역시 중구;대전광역시 서구;대전광역시 동구;대전광역시 유성구;충청북도 옥천군
울산광역시 중구,101,울산광역시,중구,35.5693863,129.3327997,부산광역시;대구광역시,울산광역시 북구;울산광역시 남구;울산광역시 울주군;울산광역시 동구;경상북도 경주시
울산광역시 남구,162,울산광역시,남구,35.4984869,129.3459362,부산광역시;대구광역시,울산광역시 동구;울산광역시 중구;울산광역시 북구;울산광역시 울주군;부산광역시 기장군
울산광역시 동구,82,울산광역시,동구,35.5046663,129.4170114,부산광역시;대구광역시,울산광역시 남구;울산광역시 북구;울산광역시 중구;울산광역시 울주군;부산광역시 기장군
울산광역시 북구,113,울산광역시,북구,35.5826,129.3604,부산광역시;대구광역시,울산광역시 중구;울산광역시 남구;울산광역시 동구;울산광역시 울주군;경상북도 경주시
울산광역시 울주군,125,울산광역시,울주군,35.5222362,129.2423693,부산광역시;대구광역시,울산광역시 중구;울산광역시 남구;울산광역시 북구;울산광역시 동구;경상남도 양산시
경기도 수원시,711,경기도,수원시,37.2633325,127.0287472,서울특별시;인천광역시,경기도 용인시;경기도 의왕시;경기도 오산시;경기도 군포시;경기도 안양시
경기도 성남시,497,경기도,성남시,37.3866554,127.1201242,서울특별시;인천광역시,경기도 과천시;서울특별시 서초구;서울특별시 송파구;경기도 안양시;경기도 의왕시
